Title,Class
"Ansätze zu einer quantitativen Theorie der Konzertierten Aktion, Schlußbericht zum Forschungsvorhaben: Arbeitsentgelte und Sozialeinkommen im volkswirtschaftlichen Kreislauf Forschungsleitung: Prof. Dr. Wilfrid Schreiber",330
Allgemeine Psychopathologie,616
"Anpassung an die Deutschen?, Integration",305
"Gotha im Wandel 1990-2012, Transformation einer ostdeutschen Mittelstadt",304
"Theologische Gespräche mit Kindern, Untersuchungen zur Professionalisierung Studierender und Anstöße zu forschendem Lernen im Religionsunterricht",230
Wem steht das Vermögen der DDR-Parteien zu?,346
"Studienreform mit Bachelor und Master, gestufte Studiengänge im Blick des Lehrens und Lernens an Hochschulen ; Modelle für die Geistes- und Sozialwissenschaften",370
"Geschichte des Ungeborenen, zur Erfahrungs- und Wissenschaftsgeschichte der Schwangerschaft, 17. - 20. Jahrhundert",306
"Innovation in Beratungsunternehmen, eine managementorientierte Perspektive",658
"Sub specie aeternitatis Dei, zum theologisch-ikonographischen Stellenwert der mittelalterlichen Farbfenster im Chorscheitel der St. Marienkirche zu Frankfurt/Oder",750
"Die Schönheit der Natur erbeuten, problemgeschichtliche Untersuchungen zum ästhetischen Modell von Hölderlins ""Hyperion""",831
"In Menschen investieren, die Ökonomik der Bevölkerungsqualität",306
"Antisemitismus als negative Leitidee der Moderne, sozialwissenschaftliche Theorien im Vergleich",305
"Thema Stadtzerstörung, einiges über die zeitgenössische Zerstörung von Lebensbereichen mit dem Fallbeispiel Bielefeld",309
"Analysen der Wahl-, Parteien-, Kommunikations- und Regierungsforschung, Die Bundestagswahl 2013",324
"Hintergründe, Folgen und Perspektiven der heutigen Alltagskultur ; Katalogbuch zur gleichnamigen Ausstellung, Welche Dinge braucht der Mensch?",306
"Inszenierte Versöhnung, Reisediplomatie und die deutsch-israelischen Beziehungen von 1957 bis 1984",327
"Politische Ökonomie, neue Schnittstellendynamik zwischen Wirtschaft, Gesellschaft und Politik",323
Finanzwissenschaft,330
Öffentliches Baunachbarrecht,346
Vergil's Georgics,873
"Wege ins Studium für First Generation Students, theoretisch-konzeptionelle Bezüge und projektspezifische Erfahrungen",370
"Die letzten Paradiese, das große Handbuch der deutschen Natur- und Nationalparks",914
Unternehmenskultur und Innovationserfolg in Familienunternehmen,658
"Mission, Glaubensinterpretation, Glaubensrealisation, ein Beitrag zur ökumenischen Missionstheologie",266
Antonín Dvořák in Selbstzeugnissen und Bilddokumenten,780
"Situation und Tendenzen des Maßregelvollzuges, Straftäter in der Psychiatrie",364
Praxis der Insolvenzanfechtung,340
"Miklos Gaál, imitation of life : Fotografien 1999 - 2003 ; [anläßlich der Ausstellungen ""Miklos Gaál - Imitation of Life"", Kunstverein Göttingen, 18.1. - 29.2.2004, Stadtgalerie Kiel, 3.4. - 30.5.2004, ""Lois Renner - Miklos Gaál: Zwei Positionen Zeitgenössischer Fotografie"" Kunsthalle Tübingen, 5.6. - 25.7.2004]",770
"Historisch-politische Gedichte im England Edwards I., Untersuchungen zu mittelenglischen, anglonormannischen und anglolateinischen Texten aus den Jahren 1261 - 1308",809
"Allgemeines Verwaltungsrecht, Polizei- und Ordnungsrecht, Verwaltungsrechtsschutz, Erarbeitungs- u. Wiederholungskurs",342
Arbeit begrenzen entgrenzen,331
"18 Porträts von Wegbereitern aus Leipzig, Helden der friedlichen Revolution",943
"Kleine Einführung in das Schubladendenken, vom Nutzen und Nachteil des Vorurteils",150
"Theologie und Freundschaft, Wechselwirkungen: Eberhard Bethge und Dietrich Bonhoeffer ; [für Eberhard Bethge zum 85. Geburtstag]",230
"Landschaften, Orte, Sehenswürdigkeiten an Deutschlands kleinstem Strom, Links & rechts der Ems",914
"Engelbert Kaempfers ""Amoenitates Exoticae"" von 1712, wissenschaftliche Innovation, humanistische Gelehrsamkeit und neulateinische Sprachkunst",940
"Inklusion und Gerechtigkeit, das Recht behinderter Menschen auf Teilhabe",370
"Die Söhne des heiligen Benedikt in Trier, die vier großen Benediktinerabteien der Stadt ; [anlässlich der Ausstellung ""Die Söhne des Heiligen Benedikt in Trier - die Vier Großen Benediktinerabteien der Stadt""]",271
"Handbuch Konzernsteuerrecht, [Konzerstrukturierung und Konzernaufbau, Optimierung der laufenden Konzernbesteuerung, Umstrukturierungen im Konzern]",330
Nichtstandard Analysis,515
Bildungskrise und Schulreform,379
"Aktive Synthesen, aus der Vorlesung ""Transzendentale Logik"" 1920/21 ; Ergänzungsband zu ""Analysen zur passiven Synthesis""",193
"6. ZAAR-Tagung, Hamburg, 19. September 2014, Entgrenzter Arbeitskampf?",344
"Die Schuldrechtsklausur II, Kernprobleme der gesetzlichen Schuldverhältnisse in der Fallbearbeitung",340
"Der Weg an die Universität, höhere Frauenstudien vom Mittelalter bis zum 20. Jahrhundert",370
",Industrial Citizenship' zwischen Markt und Regulierung, Strukturwandel der industriellen Beziehungen",306
"Meeresforschung und Meeresfreiheit, Perspektiven nach der dritten UN-Seerechtskonferenz",341
"Agrare Tragfähigkeit im westlichen Senegal, zur Problematik von Nahrungsspielraum und Bevölkerungsentwicklung in den semiariden Tropen Westafrikas",966
Mehrstufige Losgrößenplanung bei Kapazitätsrestriktionen,658
"Wahnsinnskräfte, [die spannende Welt der Physik]",530
"Lebensgeschichten Religion, erzählen und nachdenken",230
"Intelligentes Risikomanagement, das Unvorhersehbare meistern",650
"Verwaltung verstehen, eine theoriegeschichtliche Einführung",300
Handausgabe des Beurkundungsgesetzes mit Erläuterungen,347
"Liturgie und Kirche, Studien zu Geschichte, Theologie und Praxis des Gottesdienstes",264
"Saubere Schulen, vom Ausbrechen und Ausschließen Jugendlicher",370
"Die biblische Urgeschichte, Redaktions- und theologiegeschichtliche Beobachtungen zu Genesis 1,1–11,26",222
Wirkungsforschung in der Kinder- und Jugendhilfe,362
"Die Überwindung der Sprachlosigkeit, Texte aus der neuen Frauenbewegung",305
Geschichte Baden-Württembergs,943
"Sprachen, eine verbale Reise durch Europa",409
"Geographie, Religion und Gesetz, Grundordnungen",300
"Finanzierung mittelständischer Unternehmen, Selbstrating, Risikocontrolling, Finanzierungsalternativen",650
Aktivierende soziale Arbeit mit nicht motivierten Klienten,360
"Aspekte des Parodieverfahrens bei Johann Sebastian Bach, Beiträge zur Wiederentdeckung verschollener Vokalwerke",782
"Die telekommunikationsrechtliche Entgeltregulierung als Form der sektorspezifischen Preismissbrauchsaufsicht, Wirksamkeit und Grenzen",343
"Intercultural literacies and German in the classroom ; Festschrift für Manfred Prokop, Interkulturelle Kompetenzen im Fremdsprachenunterricht =",400
"Schleiermacher und die Bekenntnisschriften, eine Untersuchung zu seiner Reformations- und Protestantismusdeutung",230
"NEM-Liste 2008, Nahrungsergänzungsmittel ; Ergänzende bilanzierte Diäten und Diätetische Lebensmittel",610
Europäisierung des Staatskirchenrechts,340
"Bausteine zu einer ästhetisch-konstruktivistischen Didaktik, Unterrichten als Kunst",370
"Elektromagnetische Felder und ihre Anwendungen, Grundlagen der Elektrotechnik und Elektronik 2",612
"475 Jahre Lutherbibel ; das Entrée zur Leselust und der Begleiter zur Sonderausstellung vom 4. Mai bis zum 31. Oktober 2009 auf der Wartburg, Dies Buch in aller Zunge, Hand und Herzen",220
Strukturen der Zurechnung,345
"Abtreibung und Selbstbestimmung, die Intervention der Medizin",363
"Nationalsozialismus, DDR und Bundesrepublik im Vergleich, Preispolitik und Lebensstandard",330
"Geschichte ist Bewusstsein, Historie einer geschichtsdidaktischen Fundamentalkategorie",907
Deutsche Außenpolitik 1871-1918,327
"Grundlagen der Sedimentbewegung, mit 13 Tabellen",551
"Mediation, Verhandlungen als Mittel der Konsensfindung bei Umweltstreitigkeiten",344
"Die Inquisition und ausländische Protestanten in Spanisch-Amerika (1560-1770), Rechtspraktiken und Rechtsräume",940
"Pharmakokinetik, eine Einführung",615
"Eine Grammatik für Lernende unter funktional-kommunikativem Blickwinkel: Bindeglied zwischen Linguistik, Psychologie und Fremdsprachendidaktik, eine Konkretisierung für Anfänger",430
"Inszenierte Kriegsbegeisterung und ohnmächtiger Friedenswille, Meinungslenkung und Propaganda im Nationalsozialismus",940
"Pädagogik der Jugendphase, wie Jugendliche engagiert lernen",370
"Politik im Politikunterricht, wider den inhaltsleeren Politikunterricht",370
Handbuch der Arbeits- und Organisationspsychologie,158
"Sozialliberale Reformgesetzgebung und Bundesverfassungsgericht, der Einfluß des Bundesverfassungsgerichts auf die Reformpolitik, zugleich eine reformgesetzliche und -programmatische Bestandsaufnahme",342
"WTO und nationale Sozialordnungen, ethische, ökonomische und institutionelle Dimensionen der Integration einer Sozialklausel in das Welthandelsrecht",380
"Christenangst und Judenplage im Zeitalter von Humanismus und Reformation, Wurzeln des Antisemitismus",261
Gedichte von Ernst Jandl,838
Die Pfarrei im späten Mittelalter,940
"Geschichte und Dramaturgie des Operneinakters, [Bericht über Symposion vom 17. bis 20. Februar 1988 in Thurnau]",782
"Lesart und Rezipienten-Text, zur materialen Unsicherheit multimodaler und semiotisch komplexer Kommunikation",400
Fälle zum Strafprozessrecht,340
"Kohlendioxyd, Spurengase und Glashauseffekt: ihre Rolle für die Zukunft unseres Klimas",577
"Das Vorbild der Vergangenheit, Geschichtsbild und Reformvorschläge bei Cicero und Sallust",930
"Preußen-Ploetz, preußische Geschichte zum Nachschlagen",943
"Von Bernini bis Piranesi, römische Architekturzeichnungen des Barock",720
"Der Kameramann Frank Griebe, das Auge Tom Tykwers",791
"Die Zisterzienser und ihre Klöster in Brandenburg, ein kulturhistorisch-touristischer Führer",230
"Soziales und literarisches Traditionsverhalten in der Frühzeit der deutschen Aufklärung, Tradition, Norm, Innovation",943
"Sprache und Kolonialismus, eine interdisziplinäre Einführung zu Sprache und Kommunikation in kolonialen Kontexten",400
"Empfehlenswertes und Nichtbewährtes, Gefäßchirurgie kontrovers",617
"Aufbau und examensrelevante Probleme, Die öffentlich-rechtliche Pflichtklausur im Assessorexamen",340
"Astronomie und Revolution um 1800, Hölderlins Kalender",830
Sozialpsychologie der Einstellungsänderung,302
"Vernunft und Kritik, deutsche Aufklärung im 17. und 18. Jahrhundert",943
"Der Faszination begegnen, ästhetische Zugangsweisen im Sachunterricht für alle Kinder",372
"Besteuerung von Capital Gains in Deutschland, Frankreich und Großbritannien",330
"The Speeches in Vergil's ""Aeneid""",873
Der Streit um die Wissenssoziologie,306
"Beiträge zur Gegenwartsbedeutung der Theologie Luthers, Dimensionen christlicher Freiheit",230
"Grundlagen - Konzepte - Instrumente, Kulturmarketing",658
"Elisabeth, ein Hitlermädchen, ein Roman und Reportagen (1934 - 1939)",830
"Entstehung und Ausbildung des personalen Erzählens in der Mitte des 19. Jahrhunderts, Grundfragen einer Narrativik deutsch-sprachiger fiktionaler Texte unter besonderer Berücksichtigung der Erzähltechnik Theodor Storms",833
"Bedroht die Kernenergie unsere Freiheit?, Das künftige Sicherungssystem kerntechnischer Anlagen",621
Perspektiven der Demokratisierung in Entwicklungsländern,321
Histochemistry,616
"Der Text des Bildes, Möglichkeiten und Mittel eigenständiger Bilderzählung",750
"Quellen erhöhter Gefahr, rechtsvergleichende Untersuchungen zur Weiterentwicklung der deutschen Gefährdungshaftung durch richterliche Analogie oder durch gesetzliche Generalklausel",346
"Schwedische Filmpolitik der sechziger bis frühen achtziger Jahre, Voraussetzungen, Inhalte und Folgen der Reformbestrebungen seit 1963",791
"Aufbau, Verwendung, Chemie, Batterien und Brennstoffzellen",621
"Rekonstruktion eines wissenschaftlichen Diskurses, Weltgesellschaft",301
Wörterbuch der Pädagogik,370
"Museum Haus Lange Krefeld ; [23. Februar bis 26. April 1992], Thomas Struth, Portraits",779
"Antike und christliche Welt, Lexikon der Kunstmotive",704
"Zeugnisnotenbesprechung, zur Analyse der Praxis schulischer Leistungsbewertung",370
"Tangle-Muster für Quilter und Stoffkünstler, entspannen, meditieren und kreativ tätig sein mit gleichmäßig wiederholten Mustern",741
"Geostrategie, Vormarschtrassen und Logistik : internationales Kolloquium in Delbrück-Anreppen vom 4. bis 6. November 2004, Rom auf dem Weg nach Germanien",936
"Martin Luther, in seiner Zeit, für unsere Zeit",284
"Ständerechte im Verfassungsstaat, dargestellt am Beispiel der Auseinandersetzung um die Rechte der landschaftlichen Repräsentanten Ostfrieslands mit dem Königreich Hannover",342
Studien zur lateinischen und romanischen Lyrik des Mittelalters,875
"Gutachten, Integration durch Bildung. Migranten und Flüchtlinge in Deutschland",362
Die Beendigung des Beherrschungs- und Gewinnabführungsvertrags,346
Unternehmenssanierung,340
"Die Herkunft Jesu Christi, Verständnis und Mißverständnis des biblischen Zeugnisses ; eine theologie-kritische Besinnung",232
"Bürgerliches Recht, Erbrecht",340
Chemie in der Medizin,540
"Kompakt - verständlich - anwendungsorientiert, Wirtschaftswissenschaftliche Glücksforschung",650
"Sehnsüchte, eine Erzählung",833
"Die englische Europapolitik in der Wirtschaftskrise 1921 - 1923, zur Interdependenz von Wirtschaftsinteressen und Außenpolitik",327
"Musik und Konfessionskulturen in der Oberlausitz der frühen Neuzeit, [Beiträge der Herbsttagung ""Musik und Konfessionskulturen in der Oberlausitz der Frühen Neuzeit"" der Oberlausitzischen Gesellschaft der Wissenschaften, Görlitz 14. - 15. September 2012]",780
Kleines Lexikon der biblischen Archäologie,933
Schriften zu Methodologie und Methoden qualitativer Sozialforschung,301
"Der Übergang von der Grundschule auf weiterführende Schulen, Grundlagen für die Lehrerausbildung, Fortbildung und die Praxis",370
Zur Archäologie der medialen Gewalt,302
Eintritt in die Europäische Wirtschafts- und Währungsunion,330
"Perspektiven der Qualitätsdiskurse über Schule, soziale Arbeit und Erwachsenenbildung, Pädagogische Qualität",370
"Erkenntnisse und Perspektiven für Theorie, Empirie und Praxis, Medienvielfalt in der Deutschdidaktik",430
"Fortschritte der Botanik, Unter Ƶusammenarbeit mit Mehreren Fachgenossen",570
"Rechtsfranzösisch, deutsch-französisches und französisch-deutsches Rechtswörterbuch für jedermann",340
Modelle und Rechtsfragen zeitnaher Betriebsprüfung,343
"Außenhandel, Grundlagen internationaler Handelsbeziehungen",381
Von der Literaturkritik zur Gesellschaftskritik: Ludwig Börne ; eine Auswahl,834
"Die Blindgängerin, Geschichte einer alleinstehenden Frau ; Roman",833
"(14. - 20. Jahrhundert) ; Berichte der 9. Arbeitstagung der Gesellschaft für Sozial- und Wirtschaftsgeschichte (30.3. - 1.4.1981), Wirtschaftsentwicklung und Umweltbeeinflussung",304
"Richard Wagner, vom Ring zum Gral ; Wiedergewinngung seines Werkes aus Musik und Mythos",782
"Material für Schule und Gemeinde, Neues zum Reformationstag",274
"Risiko Klima, der Treibhauseffekt als Herausforderung für Wissenschaft und Politik",363
"Adaptive Strukturen durch die Integration von Formgedächtnislegierungen, Funktionalisierung von duroplastischen Faserverbundwerkstoffen durch Hybridgarne",600
"Transnationale Sorgearbeit, rechtliche Rahmenbedingungen und gesellschaftliche Praxis",344
"Mode und Konsum in der Retro-Szene der Mods, Sixties dress only",640
"Ausstellung im Germanischen Nationalmuseum, Nürnberg, vom 20. November 2014 bis 22. Februar 2015, Von oben gesehen - die Vogelperspektive",700
Verunsicherte Kriminologie,364
"Sicherheit der Renten?, die Zukunft der Altersversorgung",331
Zugänge zur Geschichte der Sozialarbeit,361
Salz im Blut,833
"Beiträge zur Geschichte von Bevölkerung und Gesellschaft einer gemischtkonfessionellen Kleinstadt in der frühen Neuzeit, Konfession und Alltag in Oppenheim",274
"Diskurse, Medien, Performanzen, Zwischen Literatur und Anthropologie",800
"Leistungssteuerung kompakt, mit Praxisbeispielen und Übungsaufgaben zum Lernerfolg",650
Sozialistische Arbeiterbewegung in Frankfurt am Main 1878 - 1895,335
"Fernsehen und Hörfunk in der Verfassung der Bundesrepublik Deutschland, zugleich ein Beitrag zu weiteren allgemeinen verfassungsrechtlichen und kommunikationsrechtlichen Fragen",343
"Kompaktkommentar für die Arbeitnehmerberatung - SGB I bis SGB XII und SGG, Sozialrecht",340
"Öffentliches Recht, eine nach Anspruchszielen geordnete Darstellung zur Examensvorbereitung",342
"Gottfried Keller, eine Einführung in sein Werk",833
"Bestandsaufnahme eines europäischen Forschungsproblems, Die Entstehung des öffentlichen Strafrechts",345
"Holberg, Sterne, Strindberg, Jacobsen, Kontinuität und Diskontinuität sprachkünstlerischer Gestaltung im Epochenwandel",839
Synonymwörterbuch der deutschen Redensarten,430
Organisation des Hochschulzugangs im Vergleich von sieben europäischen Ländern,370
"Werbesprache, ein Arbeitsbuch",650
"Winand von Steeg (1371 - 1453), ein mittelrheinischer Gelehrter und Künstler und die Bilderhandschrift über Zollfreiheit des Bacharacher Pfarrweins auf dem Rhein aus dem Jahr 1426 (Handschrift 12 des Bayerischen Geheimen Hausarchivs zu München)",745
Was Kindern zusteht,155
"Bouvines 1214-2014, histoire et mémoire d'une bataille : approches et comparaisons franco-allemandes = Bouvines 1214-2014 ; eine Schlacht zwischen Geschichte und Erinnerung : deutsch-französische Ansätze und Vergleiche",940
Kleist,832
Risiken und Chancen der Verwaltungsreform und Deregulierung ; [Tagung mit dem Titel Risiken und Chancen der Verwaltungsreform und Deregulierung ; 25. Mai 2011],350
"Wir und die anderen, historische und kultursoziologische Betrachtungen",940
"Grundfragen zu einer Diskussion, Wertewandel?",300
"100 Bilderbücher für die Grundschule, eine Auswahl empfehlenswerter Bilderbücher mit Unterrichtsvorschlägen",370
"Mythen, Sagen, Märchen, eine Einführung mit exemplarischen Motivreihen",800
Praxis der Arbeitsplatz-Untersuchung,658
"Social Branding, Strategien - Praxisbeispiele - Perspektiven",658
"Inszenierung ästhetischer Erfahrungsräume, ein Beitrag zur Theorie und Praxis in der Lehrerinnen- und Lehrerausbildung",700
Untersuchungen zu Xenophons Hellenika,400
"Aushilfskräfte, Steuern und Sozialabgaben",344
Biomechanik des alpinen Skilaufs,612
"Methodik der Fallbearbeitung im Studium und Examen, wie schreibe ich eine Klausur?",340
"Indogermanische Sprachwissenschaft, eine historisch-vergleichende Untersuchung",491
"Die Kampagnen Samstags gehört Vati mir, 35-Stunden-Woche und Mindestlohn, Strategische Kommunikation von Gewerkschaften",306
"Einstweiliger Rechtsschutz vor dem Europäischen Gerichtshof, Mittel zur Gewährleistung umfassenden und effiktiven Rechtsschutzes",340
"Bankenrestrukturierung und Bankenabwicklung in Deutschland und den USA, Ökonomische Notwendigkeit und rechtliche Analyse des Sonderinsolvenzrechts für Banken",340
Partizipation - Teilhabe - Mitgestaltung: interdisziplinäre Zugänge,362
"Aufklärung durch Historisierung, Johann Salomo Semlers Hermeneutik des Christentums",230
Die Musik des 20. Jahrhunderts,780
30 Minuten Überzeugen,658
"1866 bis 2003, Die Ausgrabungen im Dom zu Osnabrück",940
"Verwerfungen, vergleichende Studien zu Adorno und Habermas",193
"Handlungsmöglichkeiten schulische Inklusion, das Rügener Modell kompakt",370
"1918 - 1933, Die Weimarer Republik",943
"Eine Konsensus-Konferenz, Glaukom 2006",610
"Entstehung und Entwicklung des Begriffs in Frankreich und Deutschland vom 13. Jh. bis 1806, Souveränität",320
"Stufenübergreifende Förderung von Deutsch als Zweitsprache, konzeptionelle Überlegungen und Erfahrungen aus der Praxis",430
"Lösungsansätze für gesellschaftliche Herausforderungen?, Netzwerke und soziale Innovationen",158
"Institutionen der Geschichtspflege und Geschichtsforschung in Schlesien, von der Aufklärung bis zum Ersten Weltkrieg",943
"Die Schrankenregelung der Grundrechtecharta der Europäischen Union, Gefahr oder Fortschritt für den Grundrechtsschutz in Europa?",340
Nationalismus und sozialer Wandel,320
"Die anwesende Autorin, [wer spricht in der Performance?]",709
Gibt es eine „marxistische“ Soziologie?,300
"Handelsrecht, Gesellschaftsrecht und Steuerrecht",340
"1933 - 1945, Der Kampf um die Schulen in Westfalen",379
"Der Wandel eines Täterbilds, von der ersten zur zweiten ""Wehrmachtsausstellung""",943
Umsatzsteuerliche Gestaltungsmöglichkeiten national und international tätiger deutscher Unternehmer,340
"Euripides Politikos, Recht und Rache in 'Orestes' und 'Bakchen'",882
Neues gemeindepädagogisches Kompendium,230
"Gustav Könnecke (1845 - 1920), ein Leben für das Archivwesen und die Kulturgeschichte",943
Die Konfessionsbildung des 16. Jahrhunderts im Spiegel illustrierter Flugblätter,274
"Gemeinverständliche wissenschaftliche Vorträge über die Entwickelungslehre im Allgemeinen und diejenige von Darwin, Goethe und Lamarck im Besonderen, Natürliche Schöpfungsgeschichte",575
Wiley-Schnellkurs Thermodynamik,620
Geschichte der Rechtsphilosophie der Neuzeit,340
"Juden, Frauen und Litteraten, zu einer Denkfigur beim jungen Thomas Mann",830
"Timm Ulrichs, die Druckgrafik ; [... anlässlich der Ausstellung ""Timm Ulrichs - Die Druckgrafik"" im Sprengel-Museum Hannover ... vom 28. August 2002 bis zum 23. März 2003 ...]",760
"Konrad Celtis und das Projekt der deutschen Dichtung, Studien zur humanistischen Konstitution von Poetik, Philosophie, Nation und Ich",831
Die Anwendbarkeit der AGB-rechtlichen Inhaltskontrolle auf Leistungsvorhaltungs- und Stromlieferverträge zwischen Erzeuger und Weiterverkäufer,340
"Innovieren im demografischen Wandel, Methoden und Konzepte für ein modernes Innovationsmanagement",658
"Ein Überblick für Chemiker und Biotechnologen, Naturstoffe und Biochemie",547
"Theorie der Avantgarde, Antworten auf Peter Bürgers Bestimmung von Kunst und bürgerlicher Gesellschaft",709
"Das Fragment, Geschichte einer ästhetischen Idee",111
"Ergebnisse des F+E-Vorhabens ""Natur und Biodiversität in der politschen Kommunikation"", Leitmotive für eine moderne Kommunikation zur biologischen Vielfalt",333
Untersuchung der Einflussparameter auf die mechanischen Eigenschaften von additiv gefertigtem TiAl6V4,621
"Mit Rechten am rechten Ort?, Reflexionen und Ergebnisse zur pädagogischen Arbeit mit rechtsextremen Jugendlichen in Gedenkstätten für die Opfer des Nationalsozialismus",940
"Allgemeine und Anorganische Chemie, Eine Einführung",546
"Kompetenzmodellierung, Zwischenbilanz des DFG-Schwerpunktprogramms und Perspektiven des Forschungsansatzes",370
"Band III / Zweite Hälfte Grundlagen der Astrophysik Dritter Teil, Handbuch der Astrophysik",530
"1642 - 1732 ; ein neuer Stil für Europa ; [... anlässlich der Ausstellung ""André Charles Boulle (1642 - 1732). Ein neuer Stil für Europa"", die vom 30. Oktober 2009 bis zum 31. Januar 2010 im Museum für Angewandte Kunst Frankfurt gezeigt wird], André Charles Boulle",740
Zur Übertragbarkeit der Margin-of-appreciation-Doktrin des EGMR auf die Rechtsprechung des EuGH im Bereich der Grundfreiheiten,340
"Beiträge zur theologischen Rezeption, Diskussion und Kritik der Theorie kommunikativen Handelns, Habermas und die Theologie",230
"Instrumentenpräferenz und Persönlichkeitsentwicklung, eine musik- und entwicklungspsychologische Forschungsarbeit zum Phänomen der Instrumentenpräferenz bei Musikern und Musikerinnen",780
"Biomechanik für Nicht-Biomechaniker, alltägliche bewegungstechnisch-sportpraktische Aspekte",612
"Garantie wirksamen Rechtsschutzes gegen Maßnahmen der Europäischen Union, zum Verhältnis von Art. 47 Abs. 1, 2 GRCh und Art. 263 ff. AEUV",340
"Festgabe für Hermann Weitnauer zum 70. Geburtstag, Privatautonomie, Eigentum und Verantwortung",346
"Ziele und Strategien des debt management, ein Beitrag zur Theorie der optimalen Schuldenstruktur des Staates unter Einbeziehung der Notenbank",336
"... und raus bist du, soziale Kompetenzen türkischer und deutscher Kinder in der Hauptschule",373
"Umfang und zivilrechtliche Begrenzung der Aufnahmerechte an Sportveranstaltungen, insbesondere durch das besondere Persönlichkeitsrecht der Sportler",340
"Widersprüchliche Wahrheiten, warum sich über Musikgeschmack nicht streiten lässt - und wie wir es trotzdem tun ; eine gesprächsanalytische Studie",780
"Nach den von der Kaiserlichen Normal-Aichungs-Kommission, Tafel zur Ermittelung des Alkoholgehaltes von Alkohol-Wassermischungen aus dem spezifischen Gewicht",543
"Kohlberg, Sokrates und Platon, sokratisch-platonische Elemente in Lawrence Kohlbergs Theorie des moralischen Urteils",230
"Beiträge zur Theorie der Unternehmung, Horst Albach zum 80. Geburtstag",658
"EuGVÜ und Drittstaaten, Möglichkeiten und Durchführung eines Beitritts oder einer sonstigen Beteiligung",347
"Erziehung, ein interdisziplinäres Handbuch",370
"Grundlagen, Zielgruppen, Übungen, Theaterpädagogik",792
"Didaktische Arrangements aus der Perspektive von SchulanfängerInnen, eine ethnographische Feldstudie über Alltagspraktiken, Deutungsmuster und Handlungsperspektiven von SchülerInnen der Eingangsstufe der Bielefelder Laborschule",370
"Erfolgreiche Spiele für Rollen, Gleiten und Fahren, Fahrrad, Rollbrett, Inliner, Skateboard, Skier, Schlitten und Schlittschuhe",796
"Brockhaus, Wahrig, Deutsches Wörterbuch, mit einem Lexikon der Sprachlehre",433
"Luxus an den Füßen, Römische Schuhe",391
"Bedeutung und Bedeutsamkeit, Interpretation von Musik in musikpädagogischer Dimensionierung",780
"Die österreichisch-ungarische Albanologie 1867-1918, Wissenschaft im Spannungsfeld von Politik und Militär",943
"Konzeptualisierung und Diagnose von mathematischem Grundwissen und Grundkönnen, eine theoretische Betrachtung und exemplarische Konkretisierung am Ende der Sekundarstufe II",370
"Im Gespräch mit Zinzendorfs Theologie, Vorträge aus dem Nachlaß",230
"Die Insolvenz des selbständig tätigen Schuldners, eine Analyse des § 35 Abs. 2 und Abs. 3 InsO",340
"Wachsame Sorge, wie Eltern ihren Kindern ein guter Anker sind",150
