Title,Class
"Strategies in global competition, selected papers",33
Divine war in the Old Testament and in the ancient Near East,22
"Taking chances, abortion and the decision not to contracept",30
Essays on the Impact of Sentiment on Real Estate Investments,33
"Jesus in context, temple, purity, and restoration",23
"A Study of the Argument of the Nicomachean Ethics, Taking Life Seriously",17
An introduction to the study of prices,33
"Biblical Tradition in Blake's Early Prophecies, The Great Code of Art",82
"A Practical Guide to Self-Service Data Analytics with Excel 2016 and Power BI Desktop, Beginning Power BI",65
"Where nature ends, literary responses to the designification of landscape",82
"Discussions with the Dalai Lama on the Nature of Reality, Mind and Life",29
"An Economic History of Harvard College in the Puritan Period (1636 to 1712), “Out of Smalle Beginings…”",37
"13th International Workshop, PATMOS 2003, Turin, Italy, September 10-12, 2003. Proceedings, Integrated Circuit and System Design. Power and Timing Modeling, Optimization and Simulation",62
"Problems of elastic stability and vibrations, proceedings of the Special Session on Problems in Elastic Vibrations, Stability and Related Topics",53
"Sir James Whitelocke's Liber famelicus 1570 - 1632, law and politics in early Stuart England",34
"Between sword and prayer, warfare and medieval clergy in cultural perspective",26
"Pride and prejudice, an annotated edition",82
"Family capitalism, Wendels, Haniels, Falcks, and the continental European model",33
Pathways to wellness,61
"(En)gendering knowledge, feminists in academe",30
"Uncle Tom's cabin and mid-nineteenth century United States, pen and conscience",81
"The Occult Mind, magic in theory and practice",13
"The politics of territorial identity, studies in European regionalism",30
"Diversity in Coastal Marine Sciences, Historical Perspectives and Contemporary Research of Geology, Physics, Chemistry, Biology, and Remote Sensing",55
"Environmental geography, a handbook for teachers",91
The Orphic poems,88
Spatial modeling principles in earth sciences,55
"Protecting the Nation's Poor Children and Families, The Invisible Safety Net",71
Anthropology and the Bushman,30
From Obote to Obote,82
"Trials without truth, why our system of criminal trials has become an expensive failure and what we need to do to rebuild it",34
"Alternatives to deforestation, steps toward sustainable use of the Amazon rain forest",33
"Rethinking the theory of organizational communication, how to read an organization",30
Andrology for the Clinician,61
A dictionary of South African English on historical principles,42
"Movies, a language in light",79
"The sense of grammar, language as semeiotic",40
Food and society in classical antiquity,39
"Plato's Protagoras, translation, commentary, and appendices",17
Money and its uses in the ancient Greek world,33
"Cities, borders, and spaces in intercultural American literature and film",81
"The European challenge, industry's response to the 1992 programme",33
"Waking the Giant, how a changing climate triggers earthquakes, tsunamis, and volcanoes",55
"Painted lace, and other pieces (1914-1937)",81
Semantics and cognition,41
Remote sensing image fusion,62
An introduction to mathematical models in the social and life sciences,30
"Mean Field FBSDEs, Control, and Games, Probabilistic Theory of Mean Field Games with Applications I",51
"The new faces of Christianity, believing the Bible in the global south",27
"Mindstorms, children, computers, and powerful ideas",37
Relationships and development,15
"Outsourcing for radical change, a bold approach to enterprise transformation",65
"The rise of the state, profitable investing and geopolitics in the 21st century",33
"She tries her tongue, her silence softly breaks",81
"Memory and history, understanding memory as source and subject",90
The Apocryphal Old Testament,22
"Cosmic beginnings and human ends, where science and religion meet",29
Physics with illustrative examples from medicine and biology,53
"Gender and international migration, from the slavery era to the global age",30
The Žižek reader,15
Gotth. Ephr. Leßings theatralische Bibliothek,79
"Software defined radio, architectures, systems, and functions",62
The value-added tax: orthodoxy and new thinking,33
"The communicative competence of young children, a modular approach",40
The life and times of Sir Thomas Malory,82
"Speech act performance, theoretical, empirical and methodological issues",40
"Analytics, Handbook of Rare Earth Elements",54
Fatherhood and family policy,30
"The mental world of Stuart women, three studies",30
Religion and philosophy,20
Willehelmi Abbatis Constitutiones Hirsaugiensis,27
The sociolinguistics of globalization,17
"Energy and resource quality, the ecology of the economic process",33
"Facing the gods, epiphany and representation in Graeco-Roman art, literature and religion",29
"Dreams and nightmares, Martin Luther King Jr., Malcolm X, and the struggle for Black equality in America",32
"Forensics in Telecommunications, Information and Multimedia, Second International Conference, e-Forensics 2009, Adelaide, Australia, January 19-21, 2009, Revised Selected Papers",34
"Joyce in the Hibernian metropolis, essays ; [Thirteenth International James Joyce Symposium, held in Dublin in June 1992]",82
"Groups, difference sets, and the monster, proceedings of a special research quarter at the Ohio State University, spring 1993",51
"Highlights in Lie algebraic methods, [Summer School on ""Structures in Lie Theory, Crystals, Derived Functors, Harish-Chandra Modules, Invariants and Quivers"" ... held at Jacobs University Bremen during 9 - 22 August, 2009]",51
The Roman Republic in political thought,32
"CHP, the conversational historical present in American English narrative",42
The bridge of San Luis Rey and other novels 1926 - 1948,81
"Christian Slavery, Conversion and Race in the Protestant Atlantic World",27
Detective,80
"Vonnegut in America, an introduction to the life and work of Kurt Vonnegut ; original essays",81
"Culture and personality, contemporary readings",15
"Public transport in rural areas, scheduled and non-scheduled services",38
Studies in the acquisition of deictic terms,41
Conversations on Electric and Magnetic Fields in the Cosmos,52
"The Nile, biology of an ancient river",57
"The quality of American life, perceptions, evaluations, and satisfactions",30
"Europe's oldest cookery book, The life of luxury",64
"Teleological explanations, an etiological analysis of goals and functions",12
Fine topology methods in real analysis and potential theory,51
"William James, in the maelstrom of American modernism ; a biography",19
"Migration and labour markets in the social sciences, [on March 18, 2005 the INFER Workshop ""Migration and Labour Markets in the Light of the Social Sciences"" was held in Saarbrücken]",33
"The cradle of thought, exploring the origins of thinking",15
The American Challenge: Reflections on the Integration of Mexicans in the United States of America,33
"Land reform in Zimbabwe, constraints and prospects",33
Comparative public administration and policy,35
Wyndham Lewis the novelist,82
"Complex dynamics, twenty-five years after the appearance of the Mandelbrot set ; proceedings of an AMS-IMS-SIAM Joint Summer Research Conference on Complex Dynamics ..., June 13 - 17, 2004, Snowbird, Utah",51
Mithras,29
Linear algebraic groups,51
A short course in general relativity,53
"Black milk, imagining slavery in the visual cultures of Brazil and America",70
"Endoscopic Anatomy of the Third Ventricle, Microsurgical and Endoscopic Approaches",61
"The poetry of Rudyard Kipling, rousing the nation",82
"Membrane protein protocols, expression, purification, and characterization",57
The opéra-comique in the eighteenth and nineteenth centuries,78
"Combinatorial algorithms, theory and practice",51
Psychology of running,79
Remote sensing of biosphere functioning,57
"Neither black nor white yet both, thematic explorations of interracial literature",81
"French notables, reflections of industrialization and regionalism",33
"James Cagney, the authorized biography",79
"European language policy, Europäische Sprachenpolitik =",30
"Essays in public economics, the Kiryat Anavim papers",33
Ecosystems of the deep oceans,57
"Management, a very short introduction",65
"The great transformation, the political and economic origins of our time",33
"A history of the perspective scene from the Renaissance to the Baroque, Borromini in four dimensions",72
"Lawrence Kohlberg, consensus and controversy",15
"Moral development, theory and applications",15
"Energy, economics, and the environment",33
Aristotle,18
"Christ identity, a social scientific reading of Philippians 2.5 - 11",23
"The romance of authenticity, the cultural politics of regional and ethnic literatures",81
Synchrotron radiation and its applications,53
Post-war British theatre,79
The Objective Structured Clinical Examination Review,61
"Ethics and spirituality in Islam, Sufi adab",29
"The Jewish feminist movement in Germany, the campaigns of the Jüdischer Frauenbund, 1904 - 1938",30
Critical theory and science fiction,80
Meta-Analytic Structural Equation Modelling,51
Pädiatrie in 5 Tagen,61
Frustration and force majeure,34
"Games, groups, and the global good",15
The politics of cultural pluralism,32
"There is great want of servants, Indentured migration and the servant trade from London to America, 1618-1718",30
"Food wars, the global battle for mouths, minds and markets",36
Imperatives and commands,41
Linear algebraic groups and their representations,51
"Variation in the form and use of language, a sociolinguistic reader",40
Critics on George Eliot,82
"Voices of labor, creativity, craft, and conflict in global Hollywood",38
Pseudo-Differential Operators and Generalized Functions,51
"Hadronic physics at intermediate energy, Winter School held at Folgaria, Italy, first course, February 17-22, 1986",53
The rise and decline of the male breadwinner family?,30
"Tax reform, the rich and the poor",33
"Functional analysis and economic theory, with 6 tables ; [in July of 1996, the Conference Nonlinear Analysis and its Applications in Engineering and Economics took place on the Greek island of Samos]",33
"The politics of law, a progressive critique",34
"M. Tullius Cicero, the lost and unpublished orations",87
"Analyses of the Ecological Niche and Community Structure, Ecology and Natural History of Desert Lizards",59
Lessons from the crisis in Argentina,33
"Modern quantum mechanics with applications to elementary particle physics, an introduction to contemporary physical thinking ; relativistic quantum mechanics, quantum theory of scattering, quantum electrodynamics, elementary particles, high energy physics, field theory",53
The Future of Canadian Federalism/L'Avenir du federalisme canadien,32
"1982 ; plenary and invited papers, The neutron and its applications",53
"The soul of tragedy, essays on Athenian drama",88
Economics dictionary,33
Korean pricing policies and economic development in the 1960s,33
An introduction to Chaucer,82
"Landscape ecology in theory and practice, pattern and process",57
"Working the boundaries, race, space, and ""illegality"" in Mexican Chicago",30
"Magnetic oscillations in metals =, XD-CA",53
Systematic maintenance organisation,65
Toward a molecular basis of alcohol use and abuse ; [Nobel Symposium 86],61
"Thermal decomposition of solids and melts, new thermochemical approach to the mechanism, kinetics and methodology",62
"Omnium annalium monumenta, historical writing and historical evidence in Republican Rome",93
Abstract Harmonic Analysis of Continuous Wavelet Transforms,51
Astrophysics of gaseous nebulae,52
Stochastic epidemic models and their statistical analysis,61
"Organizational theory, design, and change, text and cases",30
"6th Annual UNESCO School & IUPAC Conference on Macromolecules & Materials Science, Berg-en-Dal, South Africa, April 14 - 17, 2003",54
"Harbingers of a century, the novels of Frank Norris",81
The Diversity of Crop Plants,63
"Positively negative: Pío Baroja, the essayist",86
"Thinking strategically, the competitive edge in business, politics and everyday life",65
Highlights in Lie Algebraic Methods,51
"In search of economic indicators, essays on business surveys",33
"Site fights, divisive facilities and civil society in Japan and the West",33
Jews in a Graeco-Roman world,93
"How Britain Imagined America before Independence, The New Map of Empire",52
"Combinatorial group theory, applications to geometry",51
"Contributions to operator theory and its applications, the Tsuyoshi Ando anniversary volume",51
"The words of Moses, studies in the reception of Deuteronomy in the Second Temple period",22
Speech act theory and pragmatics,41
"Self and identity, fundamental issues",15
"Language, body, and health",61
The pattern of the Chinese past,91
Psychology and historical interpretation,90
"Islamic fashion, traditional and modern dress in the Muslim world ; includes CD with image files",74
"Global environment, water, air, and geochemical cycles",55
"Spin glasses, a challenge for mathematicians ; cavity and mean field models",53
Philosophy of language,40
"Proceedings / Anglistentag 2009 Klagenfurt, [proceedings of the conference of the German Association of University Teachers of English ; volume XXXI]",82
"Investition, Investitionscontrolling und Investitionsrechnung",65
"Schiller and the ideal of freedom, a study of Schiller's philosophical works with chapters on Kant",19
The solar system,52
The Poetical Works of Edward Taylor,81
"The Costanzo obligation, the obligations of national administrative authorities in the case of incompatibility between national law and European law",34
"Autodesk official training guide, Mastering Autodesk Revit architecture 2011",72
Revolution and rebellion in the early modern world,90
"Richard Wright, the life and times",81
"The syntax and semantics of middle constructions, a study with special reference to German",43
"Statistical parametric mapping, the analysis of funtional brain images",61
"Material matters, the art and culture of contemporary textiles",74
Letter writing as a social practice,39
"1955-1980, Long-term trends in tax revenues of OECD member countries",33
"(early fifteenth - early eighteenth centuries), Ransom slavery along the Ottoman borders",30
"Girls and young women in education, a european perspective",37
"Quo Vadis, Medicus? Health Behaviour Among Health Professionals and Students",61
The Oxford handbook of sport and performance psychology,61
"5th International Conference on Geofoam Blocks in Construction Applications, Proceedings of EPS 2018",62
Towards a theoretical biology,57
"Contract, cases and materials",34
Concepts of property in intellectual property law,34
"Studies in the vegetational history of the British Isles, essays in honour of Harry Godwin",56
"Immigrant women in Athens, gender, ethnicity, and citizenship in the classical city",30
Computer algebra and differential equations,51
The Lysenko affair,33
"1911 - 1969, Labour in the South African gold mines",33
"Art + fashion, collaborations and connections between icons",39
Central Greece and the politics of power in the fourth century BC,93
American folklore and the mass media,39
"Progress in behaviour therapy, [a selection of the proceedings of the Second Meeting of the European Association for Behaviour Therapy and Modification, and of the Fourth Annual Meeting of the Behavioural Engineering Association ..., held at Wexford, Ireland]",61
"Henry's fate & other poems, 1967 - 1972",81
Morton Feldman,78
"Right of way, prose and poetry",82
"Attachment, trauma and multiplicity, working with dissociative identity disorder",61
Duality theory for quasi-injective modules,51
"Kinetic processes, crystal growth, diffusion, and phase transitions in materials",53
"New views on an old planet, continental drift and the history of earth",55
Metropolitan transportation planning,71
"Applied data mining, statistical methods for business and industry",65
"The garlands of repose, the literary celebration of civic and retired leisure ; the traditions of Homer and Vergil, Horace and Montaigne",80
"9th International IPCO Conference Cambridge, MA, USA, May 27-29, 2002 Proceedings, Integer Programming and Combinatorial Optimization",51
"Environmental policies of the United States and the European Union, Green giants?",36
"Beyond conquest, native peoples and the struggle for history in New England",97
Geography in classical antiquity,91
Multi-indicator Systems and Modelling in Partial Order,51
Google AdWords,65
Wittgenstein on the foundations of mathematics,51
A widow for one year,81
"Hypnosis and behavior therapy, the treatment of anxiety and phobias",61
Costume design in the movies,79
"The ideology of slavery, proslavery thought in the Antebellum South, 1830-1860",97
"St Helenian English, origins, evolution and variation",42
"Immersed in media, telepresence theory, measurement & technology",40
Second language teacher education,41
"Hired hands, labour and the development of prairie agriculture, 1880-1930",33
"Ecosystem engineers, plants to protists",57
"The secular scripture and other writings on critical theory, 1976-1991",80
"Heaven's door, immigration policy and the American economy",32
Magic and myth of the movies,79
The origins of war in early modern Europe,94
The impact of feminist research in the academy,30
"Taboo, sex, identity, and erotic subjectivity in anthropological fieldwork",30
"A Business of State, Commerce, Politics, and the Birth of the East India Company",38
"Contributions to econometrics and statistics today, in memoriam Günter Menges",33
Heat-resistant polymers,62
Ideological profile of twentieth-century Italy,32
"The fabric of the cosmos, space, time, and the texture of reality",52
"Epic succession and dissension, Ovid, Metamorphoses 13.623-14.582, and the reinvention of the Aeneid",87
Past and Process in Herodotus and Thucydides,93
Maturity shortening and market failure,33
Comic transformations in Shakespeare,82
Handbook of Climate Change and Biodiversity,57
Rituals in families and family therapy,61
"Environment, forced migration and social vulnerability, [ ... Conference on Environmental Change, Forced Migration and Social Vulnerability (EFMSV) held in Bonn in October 2008]",30
"James Welling, monograph, [published to accompany ""James Welling: Monograph"", a traveling exhibition ... ; February 2 - May 5, 2013, Cincinnati Art Museum,  November 30, 2013 - February 9, 2014, Fotomuseum Winterthur, Winterthur, Switzerland]",77
"Whigs and hunters, the origin of the black act",32
Moral reasons,17
"Micro-bargaining as enhancer of knowledge management, a comparison between Mexico and Germany",33
"Gramsci's political thought, hegemony, consciousness and the revolutionary process",32
Lions of the Grunewald,82
"50 activities for developing EQ at work, The emotional intelligence activity book",15
British cinema of the 90s,79
Pollen: illustrations and scanning electronmicrographs,58
"Manasseh through the eyes of the deuteronomists, the Manasseh account (2 Kings 21:1 - 18) and the final chapters of the deuteronomistic history",22
"Imaging and spectroscopic analysis of living cells, imaging live cells in health and disease",57
"5th International Conference, TAMC 2008, Xi’an, China, April 25-29, 2008. Proceedings, Theory and Applications of Models of Computation",51
"Feeling power, emotions and education",37
"Urban futures observed, in the Asian Third World",30
"Eschatology of the Thessalonian correspondence, a comparative study of 1 Thess 4, 13-5, 11 and 2 Thess 2, 1-12 to the Dead Sea Scrolls and the Old Testament pseudepigrapha",22
"Ricardo, Marx, Sraffa, the Langston memorial volume",33
": exploring alternative worlds, Utopia and dystopia",80
"Unknown Weegee, [Exhibition Unknown Weegee organized by the International Center of Photography, June 9 through August 27, 2006]",77
Written Corrective Feedback for L2 Development,41
"The power of human rights, international norms and domestic change",32
Integrated models of cognitive systems,15
Handbook of human factors,62
Literacy and translation in a Vanuatu language,49
Trends in industrial R [and] D in selected OECD member countries 1967-1975,33
"The input hypothesis, issues and implications",40
"The French Republic, history, values, debates",94
"International crimes of state, a critical analysis of the ILC's Draft Article 19 on state responsibility",34
Ballet basics,79
Advances in algebraic geometry motivated by physics,53
"Country house discourse in early modern England, a cultural study of landscape and legitimacy",30
"Dominion Undeserved, Milton and the Perils of Creation",82
Interventional Endoscopic Ultrasound,61
Functionals of Multidimensional Diffusions with Applications to Finance,51
Critical essays on Samuel Taylor Coleridge,82
"Anthropology, the cultural perspective",30
The handbook of forecasting,65
"Broadband communications, networks, services, applications, future directions ; proceedings",62
Literary theory today,80
Modern acetylene chemistry,54
"2-Methoxyethanol, 2-ethoxyethanol, and their acetates",54
"Arguments with silence, writing the history of Roman women",30
"How to license your million dollar idea, cash in on your inventions, new product ideas, software, Web business ideas, and more",34
"British imperial literature, 1870 - 1940, writing and the administration of empire",82
"SAS guide to report writing, examples",51
"Making work pay in Madagascar, employment, growth, and poverty reduction",33
Strategic management,65
The EC's generalized system of preferences,38
"Global Sourcing and Supply Management Excellence in China, Procurement Guide for Supply Experts",65
"Safe Haven, The Story of a Shelter for Homeless Women",36
Water and plants,58
"Modelling and measuring reactor core graphite properties and performance, [... the proceedings of the Meeting on Modelling and Measuring Reactor Core Graphite Properties and Performance held 31. October - 3. November 2011 at Aston University ...]",62
"Human Nature, Psychology and the Communist Economy, Was Communism Doomed?",15
"Investor's library, fundamental analysis, technical analysis, and income investing",33
"Traditions, Histories, Archives, Wilde Discoveries",82
"Topics in discrete mathematics, dedicated to Jarik Nešetřil on the occasion of his 60th birthday",51
Harvard business review - on management,65
Integrating insurance and risk management for hazardous wastes,62
"Even more Englishes, studies 1996 - 1997",42
"The politics of Catherinian Russia, the Panin Party",94
Enjoyment and Submission in Modern Fantasy,30
"The road to the Never Land, a reassessment of J. M. Barrie's dramatic art",82
"Connected Lands, New Perspectives on Ecological Networks Planning",30
"New theories of everything, the quest for ultimate explanation",50
"After colonialism, imperial histories and postcolonial displacements",32
Principles of biochemistry,61
"Asger Jorn, restless rebel ; [the exhibition at Museum Jorn, Silkeborg, ""Expo Jorn - Art is a Festival!"", 1 March - 14 September 2014 ; the exhibition at Statens Museum for Kunst, Copenhagen, ""Asger Jorn - Restless Rebel"", 28 February - 15 June 2014]",70
"Lasting Impressions, The Legacies of Impressionism in Contemporary Culture",70
"Broken Lives and Organizational Power, Whistleblowers",33
"Nanotechnology, science, innovation and opportunity",62
"The Declaration of Rights, 1689",34
"Community-led school feeding practices, a diagnostic of operations and issues for consideration",37
Handbook of loan payment tables,33
Mainstream and formal epistemology,12
Enlarging the EU eastwards,34
"Leisure and tourism landscapes, social and cultural geographies",30
The Ḥadīth,29
"Islam and the moral economy, the challenge of capitalism",29
"Women in college, shaping new feminine identities",37
"Handbook on body image, gender differences, sociocultural influences and health implications",30
Humour in Dutch culture of the Golden Age,70
"1600 - 1800 ; performance, perception, and notation, Meter in music",78
"Interpreting the text, a critical introduction to the theory and practice of literary interpretation",80
An invitation to biomathematics,57
"1948 - 1998, Collected poems",82
"1900-1939, English art and modernism",70
Four novels of the 1980s,81
"Henry James, the writer and his work",81
"Al Smith, American Progressivism, and the Coming of the New Deal, The Revolution of ’28",32
"The Holocaust in Eastern Europe, at the epicenter of the final solution",94
"Scientific method, the hypothetico-experimental laboratory procedure of the physical sciences",50
An introduction to the poetry of Yvor Winters,81
English words,42
Updates in Diagnostic Pathology,61
Complex analysis and geometry,51
"Networks of empire, forced migration in the Dutch East India Company",32
Teaching standard English in the inner city,42
"Sensible words, linguistic practice in England ; 1640 - 1785",42
The soils of Israel,55
Boundedness results for operators with singular kernels on distribution spaces,51
"Dynamics of Cross-Border Flow-Performance Relationships, The Case of European Equity (UCITS) Funds",65
Introduction to the law of the United States,34
Poverty and population control,30
"Who cares for the elderly?, public policy and the experiences of adult daughters",36
Emerson and the Orphic poet in America,81
"Women's voices in Tudor wills, 1485 - 1603, authority, influence and material culture",30
"Monitoring environmental materials and specimen banking, proceedings",36
"Healthcare sensor networks, challenges toward practical implementation",61
"Postmodern literary theory, an introduction",80
"The eternal slum, housing and social policy in Victorian London",36
"Variability of active galaxies, proceedings of a workshop of the Sonderforschungsbereich 328, held at Heidelberg, Germany, 3 - 5 September 1990",52
Contemporary public debates over history education,90
The extra pharmacopoeia,61
Real functions - current topics,51
"A Road Map, Retarded Potentials and Time Domain Boundary Integral Equations",51
Modern Indian poetry in English,82
"The oaten flute, essays on pastoral poetry and the pastoral ideal",80
"BodySpace, destabilizing geographies of gender and sexuality",30
"Projective varieties with unexpected properties, a volume in memory of Giuseppe Veronese ; proceedings of the International Conference ""Varieties with Unexpected Properties"" Siena, Italy, June 8 - 13, 2004",51
Forty years on,82
"Encountering the other(s), studies in literature, history, and culture",80
"Living Karma, The Religious Practices of Ouyi Zhixu",29
Time series analysis papers,51
"Key performance indicators, developing, implementing, and using winning KPIs",65
"Capability Brown, and the eighteenth-century English landscape",71
Perturbation of the boundary in boundary-value problems of partial differential equations,51
An integrated theory of autosegmental processes,41
"Integral Methods in Science and Engineering, Techniques and Applications",50
Samuel Johnson and the culture of property,82
"Pleasure, preference and value, studies in philosophical aesthetics",11
Methods for assessing the effects of chemicals on reproductive functions,57
"DNA synthesis, present and future : [proceedings of the  NATO Advanced Study Institute held in Santa Flavia, Sizilien, from the 20 - 29 June, 1977]",54
"A tidewater morning, three tales from youth",81
The Priority of Locomotion in Aristotle’s Physics,61
Every man for himself,82
"Value-free science?, ideals and illusions",50
"The nuclear era, its history; its implications",90
Valuation and privatisation,33
The complete barrack-room ballads,82
Nonstandard methods in stochastic analysis and mathematical physics,51
"Semiotic and significs, the correspondence between Charles S. Peirce and Victoria Lady Welby",41
"Nonparametric techniques in statistical inference, [the 1. International Symposium on Nonparametric Techniques in Statistical Inference was held at Indiana Univ., Bloomington, Ind., 1 - 6 June 1969]",51
Representation of rings by sections,51
Asymptotic behavior of solutions and adjunction fields for nonlinear first order differential equations,51
"Quantum chaos Y2K, proceedings of the Nobel Symposium 116, Bäckaskog Castle, Sweden, June 13 - 17, 2000",53
"Life system modeling and simulation, international conference, LSMS 2007, Shanghai, China, September 14 - 17, 2007 ; proceedings",57
Nuclear weapons and contemporary international law,34
"From science 2.0 to pharma 3.0, semantic search and social media in the pharmaceutical industry and STM publishing",50
Jack London,81
"Holomorphic operator functions of one variable and applications, methods from complex analysis in several variables",51
"Recurrent events data analysis for product repairs, disease recurrences, and other applications",51
"Enigmatic bliss, the paradise motif in literature",80
"Cholesterol binding and cholesterol transport proteins, structure and function in health and disease",61
Darkness and day,82
"Living in the crossfire, favela residents, drug dealers, and police violence in Rio de Janeiro",30
"Resolving Value Clashes under the National Labor Relations Act, Rights, Not Interests",34
A history of Negro slavery in New York,97
"The socialist left and the German revolution, a history of the German Independent Social Democratic Party ; 1917 - 1922",32
The causes of wars and other essays,35
Social classes in Marxist theory,30
The phenomenology of Henry James,81
"Stabilization and reform in Latin America, a macroeconomic perspective on the experience since the early 1990s",33
Cicero's practical philosophy,18
Charles XI and Swedish Absolutism,94
"What works in girls' education, evidence for the world's best investment",37
"I cried to the Lord, a study of the Psalms of Solomon's historical background and social setting",22
Dictionary of quotations in sociology,30
"Bronze, a book of verse",81
Handbook of computational econometrics,33
Game-Theoretical Models in Biology,57
"Naturalism, evolution, and intentionality",12
"Linguistic frameworks and ontology, a re-examination of Carnap's metaphilosophy",11
"Selected Papers, The Origins of Digital Computers",62
"Can we all get along?, racial and ethnic minorities in American politics",30
Community Based System Dynamics,15
Microbial and plant protoplasts,57
"Marx, Lukács, and the Frankfurt School, The philosophy of praxis",19
"The Communist Takeover of Hangzhou, The Transformation of City and Cadre, 1949–1954",95
Fundamental mathematics,51
Psychopharmacology of aggression,61
On narrative,80
Shakespeare's histories,82
Newer Islamic movements in western Europe,30
Advances in field theory,30
The Romantic Imagination,82
"Memoirs of a Shan Exile, The Shan of Burma",95
Understanding global security,35
Economic theory of growth,33
"Hustling in New York City, The Con Men",36
The politics of economic liberalization,33
"Algebraic and Complex Geometry, In Honour of Klaus Hulek's 60th Birthday",51
Sraffa and the theory of prices,33
International taxation in an integrated world,33
Routledge handbook of comparative political institutions,32
Extreme earth,55
European politics in the age of globalization,32
"South Australian poetry to the present day, The orange tree",82
"Rethinking Germany and Europe, democracy and diplomacy in a semi-sovereign state",32
"By the waters of Babylon, an introduction to the history and theology of the exile",93
"Gauge fields, introduction to quantum theory",53
Shadow and act,80
"Romance linguistics 2008, interactions in romance ; selected papers from the 38th Linguistic Symposium on Romance Languages (LSRL), Urbana-Champaign, April 2008",44
"The global conflict, the international rivalry of the great powers, 1880 - 1990",90
"Society in Vogue, the international set between the wars",30
"Frank J. North, Pawnee scout commander and pioneer",97
Theorising the fantastic,80
"Five jade disks, Defenders of the Dragon City, Tale of a feather, The city trilogy",89
"A Wave Number Approach, Computational Aeroacoustics",62
"Africa, The conservation atlas of tropical forests",57
"Developments in econometric analyses of productivity, measurement and modeling issues",33
"Human rights in Europe, a study of the European Convention on Human Rights",34
"Wings, a play",81
"How video works, from broadcast to the Cloud",77
The Cold War and Postwar America 1946-1963,97
"Canada without Quebec, Deconfederation",97
The Future of Secured Credit in Europe,34
Afro-Orientalism,30
"Doctor Faustus, text and performance",82
Geography in secondary education,91
": corrosive agents and their interaction with materials, Corrosion handbook",62
Physical science in the Middle Ages,50
Vector fields on singular varieties,51
Schaum's outline of theory and problems of partial differential equations,51
"Fictions of Authority, Women Writers and Narrative Voice",82
Gaschromatographie,54
Galbraith and market capitalism,33
"Words and the poet, characteristic techniques of style in Vergil's ""Aeneid""",88
"Folk psychological narratives, the sociocultural basis of understanding reasons",15
"Corporate social responsibility in the 21st century, debates, models and practices across government, law and business",65
Signal processing and optimization for transceiver systems,62
"(P. Oxy. XIII 1606), Lysiae In Hippothersem, In Theomnestum et fragmenta ex incertis orationibus",88
"Improvised Continent, Pan-Americanism and Cultural Exchange",30
"Der Humanist, was Philipp Melanchthon Europa lehrte",94
Strip-method for image and signal transformation,62
Factor categories with applications to direct decomposition of modules,51
"Health financing for poor people, resource mobilization and risk sharing",33
"High resolution EPR, applications to metalloenzymes and metals in medicine",61
Wheat,63
"Topics in structural VAR econometrics, with 7 tables",33
The Oxford illustrated history of Tudor & Stuart Britain,94
Mathematical cosmology and extragalactic astronomy,52
"A hesitation before birth, the life of Franz Kafka",83
Stress and cancer,61
Contesting the Reformation,27
Geometric Analysis of the Bergman Kernel and Metric,51
"Memory, Politics, and History, On the Difficulty of Living Together",12
"Tense and aspect in Romance languages, theoretical and applied perspectives",44
"Cognitive systematization, a systems-theoretic approach to a coherentist theory of knowledge",12
Handbook of early literacy research,37
"Acquiring a non-native phonology, linguistic constraints and social barriers",41
Heredity & [and] environment,30
Roman Propertius and the reinvention of Elegy,87
Transport Equations in Biology,57
"Chtimi, the urban vernaculars of northern France",44
"The character of the word, the texts of Zora Neale Hurston",81
The ethnobotany of the Waimiri Atroari Indians of Brazil,58
"WebSphere Commerce V5.5 handbook, customization and deployment guide",65
"Taxonomic analysis in biology, computers, models and databases",57
"Oppida, the beginnings of urbanisation in barbarian Europe ; papers presented to a conference at Oxford, October 1975",30
Catalysis by supported complexes,54
Multiscale Methods in Science and Engineering,62
"International Symposium on Mathematical Problems in Theoretical Physics, January 23 - 29, Kyoto University, Kyoto/Japan",53
"Film and literature, a comparative approach to adaptation",79
"Negative contexts, collocation, polarity and multiple negation",41
"Afra-American culture and the contemporary literary renaissance, Wild women in the whirlwind",81
"Print and Digital, Specialised Dictionaries, Databases, Specialised Lexicography",25
"Womanhood in America, from colonial times to the present",30
"A Contemporary Perspective for Health Professionals, Adolescent Psychiatry",61
The science fiction handbook,82
Likeness to truth,12
"Introduction to environmental physics, planet Earth, life and climate",33
The handbook of brain theory and neural networks,61
Field methods in the study of education,37
History of English and English historical linguistics,11
Expert Resumes for Teachers and Educators,65
The dismantling of time in contemporary poetry,81
"Edinburgh, September 2011, Hyperbolic Conservation Laws and Related Analysis with Applications",51
"Europe to the Pacific, The travelers' world",91
"Geohumanities, art, history, text at the edge of place",30
Properties of infinite dimensional Hamiltonian systems,51
"Electrospinning, materials, processing, and applications",61
"David Jones, artist and writer",70
"The Edwardian detective, 1901 - 1915",82
The legal system of Scotland,34
"Force in Newton's physics, the science of dynamics in the seventeenth century",53
"The modern stranger, on language and membership",30
"(PEL Liab. Dam.), Non-contractual liability arising out of damage caused to another",34
"True and false recovered memories, toward a reconciliation of the debate ; [Nebraska Symposium on Motivation, volume 58 ; ... on April 22-23, 2010]",61
"Scattering techniques applied to supramolecular and nonequilibrium systems, proceedings",57
