Title,Class
"Beiträge zur Geschichte und Wirkung des Wiener Kreises, Philosophie, Wissenschaft, Aufklärung",14
"Die Energiewende und ihre Modelle, was uns Energieszenarien sagen können - und was nicht",33
"Bürgerliches Recht, Kurzlehrbuch",34
"Bilder und Vorstellungen vom Mittelalter, Regensburger Stadtchroniken der frühen Neuzeit",94
"Thomas Grünfeld, Felt, [... 26.8. - 1.10.2010, erscheint anlässlich der Ausstellung gleichen Namens in der Galerie Haas AG, Zürich]",70
"Vorbild Musik, die Geschichte einer Idee in der Malerei im deutschsprachigen Raum ; 1780 - 1915",75
"Gefäßpflanzen: Kritischer Ergänzungsband, Rothmaler - Exkursionsflora von Deutschland",58
"In Ihnen begegnet sich das Abendland, Bonner Vorträge zur Erinnerung an Ernst Robert Curtius",80
Musik und Musiker am Hof Maximilians II,78
"Bibel und Koran im Vergleich, Von Adam bis Muhammad",22
"Im Garten der Rhetorik, die Kunst der Rede in der Antike",80
"Stakeholder-orientierte Modellierung und Analyse der Unternehmensarchitektur, unter besonderer Berücksichtigung der Geschäfts- und IT-Architektur",65
Zur Philosophie der Handlung,10
"Beispiele von Gandhi bis Câmara, Politik ohne Gewalt?",30
"Bildung und Lebenskompetenz, Kinder- und Jugendhilfe vor neuen Aufgaben",30
"Frauen, die nie den Faden verlieren, handarbeitende Frauen in der Malerei von Vermeer bis Dalí",75
Briefe und Skizzen aus Berlin (1832 - 1834),83
"Referate der 4. Göttinger Kartellrechtsgespräche vom 13. Juni 2014 anlässlich des 80. Geburtstags von Prof. Dr. Dr. h.c. Ulrich Immenga, Wettbewerbsbeschränkungen auf staatlich gelenkten Märkten",34
Unmöglichkeit und Geschäftsgrundlage bei Zweckstörungen im Schuldverhältnis,34
Pädagogische Reform im Horizont der Globalisierung,37
"Die Christianisierung Frankens, Sankt Kilian vor dem Hintergrund des irischen Einflusses auf das frühmittelalterliche Europa",94
Der zweite Clemensbrief,23
Ethik als Wissenschaft und Rechtsphilosophie nach Immanuel Kant,19
"Datenschutzgerechtes E-Government, eine Untersuchung am Beispiel des Einheitlichen Ansprechpartners nach der Europäischen Dienstleistungsrichtlinie",34
Fälle für Fortgeschrittene im Bürgerlichen Recht,34
"Gegner, Fremde, Partner?, Naturwissenschaft trifft Religion",20
"Experimentalphysik 1, Mechanik und Wärme",53
Eine Fehlerfolgenlehre für Rechtsverordnungen,34
"Streuung kohärenter Lichtwellen in nominell reinen und dotierten, mono- und polydomänigen Strontiumbariumniobat-Kristallen",53
"Symposium im Rahmen der 32. Tage Alter Musik in Herne 2007, Von Mozart bis Chopin: das Fortepiano 1770 - 1850",78
"Eine Einführung, Quantenfeldtheorie und das Standardmodell der Teilchenphysik",53
"Kunst des Glaubens - Glaube der Kunst, der Blick auf das ""unverfügbare Andere""; [Gerhard Larcher zum 60. Geburtstag]",70
"Kommentar und alle neuen Rechtsvorschriften, Telekommunikations- und Postrecht",19
"Krankheit und Kranksein im Spiegel der Geschichte, Vorgelegt in der Sitzung vom 12. 12. 1998",61
"Gestaltung, Überlieferung, Rezeption ; [Beiträge einer Tagung, die am 21. und 22. Oktober 2011 ... an der Freien Universität Berlin stattfand], Kuriale Briefkultur im späteren Mittelalter",94
"Versuche über den Arbeitsbedarf und die Widerstände beim Blechbiegen, auf dem Gebiete des Ingenieurwesens",62
"Quellen der Arbeitspsychologie, ausgewählte historische Texte",15
"Populärromane im 19. Jahrhundert, von Dumas bis Zola",80
Mit den Kleinsten Gottesdienst feiern,23
"Neue Ergebnisse und therapeutische Konsequenzen, Schlaf- und Schlafmittelforschung",61
"Die Falle des Kalifats, der Islamische Staat oder die Rückkehr der Geschichte : mit einem aktuellen Nachwort",32
Schweizer Gewerkschaften und Europa 1960 - 2005,33
"Das Grabhügelfeld auf dem Spöllberg, Gemeinde Gölenkamp, Landkreis Grafschaft Bentheim ; Fundstelle des goldenen Bechers",93
Grundriss der Perinatalmedizin,61
"Richtig wissenschaftlich schreiben, Wissenschaftssprache in Regeln und Übungen",80
"Kontrolle als Verfassungsprinzip, Problemstudie zu einer legitimationsorientierten Theorie der politischen Kontrolle in der Verfassungsordnung des Grundgesetzes",34
"Babeuf, Gleich und Ungleich",91
"Management- und Consulting-Verträge, die Vertragstechnik des internationalen Transfers von Betriebsführungs- und Beratungsleistungen",34
"Die Bilanz nach Handels- und Steuerrecht, Einzel- und Konzernabschluss nach HGB und IFRS",33
"Deutsche Redensarten, zur Pflege vaterländischer Sprachkenntnis in der Volksschule",43
"[Die Tagung ""Der öffentliche Raum in Europa und seine religiös kulturelle Prägung"" der Konrad-Adenauer-Stiftung im Herbst 2013 in Cadenabbia hat zunächst eine Bestandsaufnahme der religiösen Landschaft vorgenommen und dabei verschiedene Perspektiven zugelassen ...], Öffentliche Religion - religiöse Öffentlichkeit",26
"Medienbilder als Herausforderung für die Kommunikations- und Medienwissenschaft, Visuelle Kommunikationsforschung",30
Partizipation der Schüler im naturwissenschaftlichen Fachunterricht,50
"Begründung und Veranschaulichung der sachlich notwendigen zeichnerischen Darstellungen und ihres Zusammenhanges mit der praktischen Ausführung, Das Maschinen-Zeichnen",62
Die logische Form von Kopula-Sätzen,41
Die Konzeption der Grundrechte im finnischen Verfassungsrecht in rechtsvergleichender Sicht,34
Die soziale Konstitution der Umwelt,33
"Entwürfe zu einer soziologischen Theorie, Tausch",30
"Das Praktikum in sozialen Berufen, ein systematisches Modell zur Anleitung",14
"Das Beste der Logistik, Innovationen, Strategien, Umsetzungen",65
"Harmonisierung der Rechnungslegung bei langfristiger Auftragsfertigung, Perspektiven für die Bilanzierung in Deutschland und Österreich",65
"Zwischen Kosten, Zeit und Anspruch, das alltägliche Dilemma sozialer Dienstleistungsarbeit",30
"Praxishandbuch für Lehrende und Lernenden in der Pflege, Problem- und forschungsorientiertes Lernen",61
"45. Kongress der Deutschen Gesellschaft für Psychologie ; Nürnberg, 17. bis 21. September 2006 ; [Abstracts ; Tagungsort: WISO-Gebäude, Universität Erlangen-Nürnberg], Humane Zukunft gestalten",15
"Going public, die Publikumsöffnung deutscher Aktiengesellschaften ; eine Untersuchung über das Preisverhalten erstmaliger Aktienemissionen auf dem deutschen Kapitalmarkt von 1961 bis 1987",33
"Konzepte - Instrumente - Checklisten, Praxisorientiertes Online-Marketing",65
"Mützen ab, eine Reportage aus der Strafkompanie des KZ Auschwitz",94
"Neue Renten- und Pensionsbesteuerung, das Alterseinkünftegesetz, Absetzmöglichkeiten, Strafverfolgung vermeiden, Erstattungsansprüche sichern ; [Anlage R: Ausfüllen leicht gemacht]",33
"Drogen, Erfahrung und Erkenntnis ; Selbstzeugnisse, Dokumente, Analysen",61
"Berichte und Dokumentation mit einer Einleitung von Jürgen Meyer und Markus Engels, Die Charta der Grundrechte der Europäischen Union",32
"Die Finanzierung der Reichshauptstadt, Untersuchungen zu den hauptstadtbedingten staatlichen Ausgaben Preußens und des Deutschen Reiches in Berlin vom Kaiserreich bis zum Dritten Reich (1871-1945)",90
"Bildung - Arbeit - Erwachsenwerden, ein interdisziplinärer Blick auf die Transition im Jugend- und jungen Erwachsenenalter",37
Die babylonisch-assyrische Morphoskopie,89
"Europäisierung und nationale Staatsorganisation, Institutionenpolitik in föderalen und unitarischen EU-Staaten",32
"Hochschulzugang, Studium und Arbeitsmarktintegration, Migrantinnen und Migranten an Hochschulen",37
"Die nordarische Schilderung in Text und Übersetzung ... ; mit einer Begründung der indogermanischen Metrik, Maitreya-samiti, das Zukunftsideal der Buddhisten",29
"Ein Therapiemanual bei Spielsucht, Glücksspielfrei",61
Wettbewerbsprobleme im Kreditgewerbe,33
Eine empirische Untersuchung der Einflussgrössen des Examenserfolges für Absolventen wirtschaftswissenschaftlicher Studiengänge an der Universität Münster,33
"Lerncoaching und Lernberatung, Lernende in ihrem Lernprozess wirksam begleiten und unterstützen : ein Buch zur (Weiter-)Entwicklung der theoretischen und praktischen (Lern-)Coachingkompetenz",37
"Das Statut des Arbeitsverhältnisses entsandter Arbeitnehmer schweizerischer Unternehmen, unter spezieller Berücksichtigung des schweizerischen Sozialversicherungsrechts",34
"Multinationale Unternehmen und die Krise in Europa, eine Untersuchung zum ökonomischen Strukturwandel und seinen politischen Folgen im Rahmen des europäischen Regionalismus",33
Einführung in die soziologische Theorie,30
"1938 - 1945 ; Dokumente zur Geschichte des kirchlichen Widerstands, Die Vertreibung von Bischof Joannes Baptista Sproll von Rottenburg",28
"Leipzig 1968, unser Protest gegen die Kirchensprengung und seine Folgen",94
"Erzähle dich selbst, Lebensgeschichte als philosophisches Problem",12
Akteure und Organisation der Handelsschifffahrt in den nordwestlichen Provinzen des Römischen Reiches,93
"Freiwillige Arbeit in gemeinnützigen Vereinen, eine vergleichende Studie von Wohlfahrts- und Migrantenorganisationen",30
"Einführung in das Sozialrecht, mit Beispielen für den leichten Einstieg",34
Nathan Söderblom und seine Zeit,23
"Orientierung für Psychotherapeuten und Sexualtherapeuten, Sexualität in der personzentrierten Psychotherapie",61
"Gestaltungskonzepte zur Bereitstellung von IT-Leistungen in multinationalen Konzernen, Shared Services",65
"Diskrete Mathematik mit Grundlagen, Lehrbuch für Studierende von MINT-Fächern",51
"Visuelle Führung, sichtbar führen - Hintergründe, Methoden und Anwendungen",65
"Römisches Staatsrecht, Stellenregister",34
Bayes-Statistik für Human- und Sozialwissenschaften,15
"Deutsche Wege zur Lohngerechtigkeit, Zielsetzungen gesetzlicher Mindestlöhne",34
"Werbebriefe in Textbausteinen, mailen, anbieten, nachfassen",65
"Aufgaben Deutscher Forschung auf dem Gebiet der Natur-, Ingenieur- und Gesellschaftswissenschaften",50
"Arbeitsbuch literaturwissenschaftliche Bibelauslegung, eine Methodenlehre zur Exegese des Alten Testaments",22
"Studien zur Bewertung von Zahlenangaben in der Geschichtsschreibung des früheren Mittelalters, die Decem Libri Historiarum Gregors von Tours und die Chronica Reginos von Prüm",94
"Beiträge zur Entwicklung des Spielorts ; Herbert A. Frenzel zum 65. Geburtstag von Freunden und wissenschaftlichen Mitstreitern, Bühnenformen, Bühnenräume, Bühnendekorationen",79
"Germaine de Stae͏̈l und George Sand, eine inhaltliche Untersuchung über den Einfluß ihrer Frauenromane auf zeitgenössische deutsche Autorinnen",83
"Hätten Sie's gewußt?, die Quizsendungen und Game Shows des deutschen Fernsehens",79
Die germanische Frau im Lichte der Runeninschriften und der antiken Historiographie,30
Michel Foucault: Pädagogische Lektüren,37
"Medien und Krieg vom 19. bis zum 21. Jahrhundert, Von Paraguay bis Punk",30
"Grenzen des Konsenses, Rekonstruktion einer Theorie transnormativer Vergesellschaftung",34
"Barnabas, die historische Person und ihre Rezeption in der Apostelgeschichte",22
"Grenzen, Theoretische, konzeptionelle und praxisbezogene Fragestellungen zu Grenzen und deren Überschreitungen",30
"Chorleitung Pop, Jazz, Gospel, der sichere Weg zum richtigen Groove",78
Festschrift für Alexander Knur,34
"Schriftstellerinnen im Widerstand gegen den Nationalsozialismus, Verboten - verfemt - vertrieben",83
"Kinder heute: Bewegungsmuffel, Fastfoodjunkies, Medienfreaks?, eine Lebensstilanalyse",61
"Die grauen und die grünen Felder, wahre Geschichten",83
"Politische Teilkulturen zwischen Integration und Polarisierung, zur politischen Kultur in der Weimarer Republik",30
Die Patientenverfügung - Zwischen Selbstbestimmung und Paternalismus,61
Massen-Tafeln zur Bestimmung des Gehaltes stehender Bäume an Kubikmetern fester Holzmasse,62
Von der Immobilienblase zur Finanzkrise: Ursachen und Folgen von Preisblasen und was die Geldpolitik dagegen tun kann,34
"Briefe, Fotos und Dokumente eines Truppenarztes von der Ostfront 1941/42, Wofür es lohnte, das Leben zu wagen",61
"Das Einlagengeschäft nach dem Kreditwesengesetz, eine Untersuchung der gesellschaftsrechtlichen Aspekte des bankaufsichtsrechtlichen Einlagenbegriffes",33
"Der Fall Wagner, Ursprünge und Folgen von Nietzsches Wagner-Kritik",78
"Kulturtransfer und Hofgesellschaft im Mittelalter, Wissenskultur am sizilianischen und kastilischen Hof im 13. Jahrhundert ; [ ... im Oktober 2001 veranstaltete Tagung ""Wissen an Höfen und Universitäten: Rezeption, Transformation, Innovation""",94
"Geschichte(n) im Netzwerk, Hypertext und dessen Potenziale für die Produktion, Repräsentation und Rezeption der historischen Erzählung",90
"Biomechanik und Biologie, Corticale Knochenheilung nach Osteosynthese und Infektion",61
"Der bunte Hund im Haus, Perspektiven auf Gelingensbedingungen und Hemmfaktoren für inklusive Bildung in Baden-Württemberg",37
Die Einwirkung der Grundrechte des Grundgesetzes auf das nach deutschem internationalen Privatrecht anwendbare ausländische Sach- und Kollisionsrecht,34
"Das neue Dorf, gestalten, um zu überleben - vier Handlungsfelder zum Erhalt dörflicher Gemeinden",35
"Perspektiven der Kritischen Systemtheorie, Systemtheorie und Gesellschaftskritik",30
"Das böse Spielzeug, Roman",86
"Die Wurzeln religiösen Verhaltens in westlichen Gesellschaften, Volksreligion und Herrschaftskirche",30
"Untersuchungen über die Zusammensetzung der Lipide, insbesondere der Phosphatide der Weizenstärke",50
"Geschichte eines Genussmittels, Kaffee",90
"Corporate Compliance als zwingende Antwort des freiheitsliebenden Unternehmens im Wirtschaftsstrafrecht, Rechtsstaatliche Regeltreue?",34
"Im wilden Westen, eine Künstlerfahrt durch die Prairien und Felsengebirge der Union",91
"Begründungslinien der interaktionistischen Pflegedidaktik, Interaktion im Pflegeunterricht",61
Koordinationsellipsen im Spracherwerb,43
"Multi Kulti Deutsch, wie Migration die deutsche Sprache verändert",43
"Qualitativer Wechsel, Textgenese bei Paul Celan",83
"Einfach zu schnellen Beinen, die Grundschnelligkeit vielseitig trainieren",61
"Demokratisierung in Ostdeutschland, Verfassungspolitische Weichenstellungen in den neuen Ländern und Berlin",32
"Gesetz gegen den unlauteren Wettbewerb, mit Preisangabenverordnung ; Kommentar",34
"De lege =, Über das Gesetz",23
"Liberalismus, Wissenschaft, Realpolitik, Untersuchung des ""Deutschen Staats-Wörterbuchs"" von Johann Caspar Bluntschli und Karl Brater als Beitrag zur Liberalismusgeschichte zwischen 48er Revolution und Reichsgründung",32
"Ein interdisziplinärer Leitfaden der onkologischen PET/CT-Diagnostik, PET",61
Rechtsfragen medizinisch assistierter Zeugung,34
"Angst, Panik und Phobien, ein Selbsthilfe-Programm",11
"Interaktion durch Berührung, Multi-Touch",40
"Paare und Krebs, Wie Partner gut damit umgehen",61
"Französische Literatur des 20. Jahrhunderts, Gestalten und Tendenzen ; zur Erinnerung an Ernst Robert Curtius (14. April 1886 - 19. April 1956) ; mit einem Essay",84
Die Beichte,26
Das Restmandat des Betriebsrats nach § 21b BetrVG,34
"Der Antrieb von morgen 2014, Elektrifizierung: Was erwartet der Kunde? 9. MTZ-Fachtagung",62
Übersetzen und Fremdsprachenunterricht,41
"In Zusammenhängenden Einzeldarstellungen, Lehrbuch der Physiologie",57
"Gespräch zur johanneischen Christologie ; Joh 3 in schichtenspezifischer Sicht, Jesus und Nikodemus",22
"Die Bohr-Sommerfeldsche Atomtheorie, Sommerfelds Erweiterung des Bohrschen Atommodells 1915/16",53
Ein Dialog zur Einführung in die Arithmetik und Algebra,51
"Jackson Pollock, Zeichnungen ; Metropolitan Museum New York Lee Krasner Stiftung ; Württembergischer Kunstverein Stuttgart, 11.10. - 2.12.1990",74
Heimliche polizeiliche Eingriffe in das informationelle Selbstbestimmungsrecht,34
"Arbeitsbuch Bürgerliches Recht 2, Mit Fragen und Lösungen zum Selbststudium",34
"Eine kritische Einführung, Politische Bildung",32
"Die Materna von Kwietnitz Saga (Květniče), Geschichte der Stammburg und Genealogie ihrer Familien ; Bilder aus Böhmens Vergangenheit ; familiengeschichtliche Abhandlung der böhmischen, mährischen und schlesischen Materna-Sippen von der Besiedlung des Ostraumes, dem Zeitalter der Přemysliden und der Verbreitung vom Mittelalter bis zur Gegenwart, mit einem erweiternden Beitrag zur Erforschung preußischer Abstammungszweige",92
Die Zwischenschrittmethode zur Lösung mehrdimensionaler Probleme der mathematischen Physik,51
"Stochastische Modelle, eine anwendungsorientierte Einführung",51
"Strategien von Autorschaft in der Romania, zur Neukonzipierung einer Kategorie im Rahmen literatur-, kultur- und medienwissenschaftlich basierter Geschlechtertheorien",44
"Targum Scheni zu Ester, Übersetzung, Kommentar und theologische Deutung",22
"Das neue Vergaberecht, Erläuterung des GWB, der SektVO und VgV 2009 mit VOB/A, VOB/B Ausgabe 2009, VOL/A und VOF im Entwurf",34
"Biochemie, mit 10 Tabellen",57
Widerrufsrecht und Widerrufsbelehrung im deutschen und europäischen Verbraucherrecht,34
Schulische Prävention im Bereich Verhalten,37
Risikoeinschränkung und -transfer in der Vorstandshaftung,34
Unternehmungspolitische Determinanten der Kapitalerhöhung aus Gesellschaftsmitteln,65
"Das Ringen um die Macht, Peter Glotz und die SPD in den medienpolitischen Auseinandersetzungen der „alten“ Bundesrepublik",32
"IT-Recht, Kommentar",34
"Fritz Bauer, Gespräche, Interviews und Reden aus den Fernseharchiven 1961 - 1968",34
"Publizitätspflichten für Vorstandsgehälter, eine verfassungsrechtliche Analyse",34
Herstellung selektiver chelatbildender Ionenaustauscher zur Anreicherung von Metallen,54
Industriebetriebslehre,33
Praxis der biotechnologischen Abluftreinigung,36
"Schriftsystem und Schrifterwerb, linguistisch - didaktisch - empirisch",43
Historische Reisen,91
"Prominente in der Werbung, empirische Untersuchungen zur Messung, Rezeption und Wirkung auf Basis der Markenpersönlichkeit",65
"Text - Material - Medium, Zur Relevanz editorischer Dokumentationen für die literaturwissenschaftliche Interpretation",80
"Metaphern in geopolitischen Diskursen, Raumrepräsentationen in der Debatte um die amerikanische Raketenabwehr",32
"Die Werke, Sonnengesang, Ordensregeln, Testament, Briefe, Fioretti (Die Blümlein)",27
"Kleine Schriften zum Alten Testament, zum 65. Geburtstag",22
Preisschrift über die Grundlage der Moral,17
"Band 2: Analysis in R n und gewöhnliche Differentialgleichungen, Mathematik für Ingenieure und Naturwissenschaftler",51
"Bekennen, erzählen, berichten, Studien zu Theorie und Geschichte der Autobiographie",80
"17. Deutsch-französisches Historikerkolloquium des Deutschen Historischen Instituts Paris (Bad Homburg 29. Sept. - 2. Okt. 1981), Deutschland und die Französische Revolution",94
"Bilanz und Perspektiven der Forschung, Säkularisierung, Dechristianisierung, Rechristianisierung im neuzeitlichen Europa",30
"Grenzüberschreitende Umstrukturierung von europäischen Aktiengesellschaften, steuerliche Konsequenzen in Deutschland und Großbritannien",33
"Eine Simulationsstudie zum Problem der Fahrzeugeinsatz- und Fahrzeugleersteuerung in Taxisystemen, dargestellt am Beispiel des Taxisystems Münster",38
"Ankunft bei Tönnies, soziologische Beiträge zum 125. Geburtstag von Ferdinand Tönnies ; [Beiträge des Kieler Tönnies-Symposions]",30
"Umwege, politische Theorie in der Krise des Marxismus",32
Strukturen kollektiver Gewalt im 20. Jahrhundert,30
"Berufskrankheiten, ein medizinisch-juristisches Nachschlagewerk",61
"Nietzsche, Foucault und die Medizin, Philosophische Impulse für die Medizinethik",17
Analyse der atmosphärischen CO2-Konzentrationen am Beispiel der Stadt Essen,36
"Das Gutachterwesen der DFG, Selbststeuerung in der Forschungsförderung",50
"Wahrnehmung, Sprache und Gefühle, Zur Psychologie literarischen Lesens",15
"Orlando di Lasso, ein Leben in der Renaissance ; Musik zwischen Mittelalter und Neuzeit",78
"Die ausländische juristische Person & Co. KG, die Zulässigkeit der Komplementärbeteiligung ausländischer juristischer Personen an inländischen Kommanditgesellschaften unter besonderer Berücksichtigung des Rechts der Europäischen Gemeinschaft",34
Synode und Parlament,26
Judenrecht und Judenpolitik im mittelalterlichen Österreich,34
"Die Ehen mittelalterlicher Herrscher im Bild, Untersuchungen zu zeitgenössischen Herrscherpaardarstellungen des 9. bis 12. Jahrhunderts",83
Plasmaderivate in der Therapie mit Blutkomponenten,61
"Schule für Verfassungsbürger?, die Bildungsligen und der Verfassungswandel des späten 19. Jahrhunderts in Belgien, England und Frankreich",37
"Nachhaltige Logistik, Zukunftsfähige Netzwerk- und Prozessmodelle",65
Der Abfindungsanspruch des Arbeitnehmers nach § 1a KSchG,34
Schlussbericht und Schlussrechnung im Insolvenzverfahren,65
"Geschichte Europas, von der Völkerwanderung bis zur Reformation",94
Briefwechsel 1938 - 1972,83
"Vorsatz, Schuld und Vorverschulden",34
"Rechnungslegung im Profifußball, die bilanzielle Behandlung von Spielertauschgeschäften nach HGB und IFRS",79
"Handbuch Wissensgesellschaft, Theorien, Themen und Probleme",30
"Gärten der Musen und Grazien, Mensch und Natur im niederländischen Humanistengarten ; 1522 - 1655",71
"Adolph Wagner, Briefe, Dokumente, Augenzeugenberichte ; 1851 - 1917",33
"Hülle und Container, medizinische Weiblichkeitsbilder im Internet",61
"Dehnen, Training der Beweglichkeit ; [mit CD-ROM]",61
Patent und Wettbewerb in der Bundesrepublik Deutschland,34
"Auf die Adresse kommt es an ..., segregierte Stadtteile als Problem- und Möglichkeitsräume begreifen",36
Ersatzansprüche wegen immaterieller Einbußen,34
"Grenzen der Toleranz, Wahrnehmung und Akzeptanz religiöser Vielfalt in Europa",20
"Zur Vielfalt ihrer Lebenssituationen, Älter werdende und ältere Frauen heute",30
Texte zur französischen Romantheorie des 19. Jahrhunderts,84
Schwartz distributions,51
"Geschichte Indiens, vom Mittelalter bis zur Gegenwart",95
Rezensionen,44
"Forschungsstand und Perspektiven der Italianistik, ein deutsch-italienischer Dialog",45
Michel Foucault zur Einführung,19
"Chronische Schmerzen, Selbsthilfe und Therapiebegleitung, Orientierung für Angehörige und konkrete Tipps und Fallbeispiele",61
"Israel und die Offenbarung, Mose und die Propheten",23
"Bewegung, Performance, Medien ; Musik zwischen performativer Expansion und medialer Integration 1950 - 2000, Konzert-Szenen",78
"Entwicklung des Beziehungsdreiecks Vater - Mutter - Kind, Triangulierung als lebenslanger Prozeß",15
Die chemische Betriebskontrolle in der Zellstoff- und Papier-Industrie und anderen Zellstoff verarbeitenden Industrien,66
Zur Vorfeldbesetzung in deutschen Verbzweit-Strukturen,43
"BWL für soziale Berufe, eine Einführung ; mit 25 Tabellen",65
Frühneuhochdeutsches Lesebuch,43
Rechtsverordnungen des Bundesbaugesetzes,34
Forschung in der Lehrerbildung,37
"die DDR im kollektiven Gedächtnis der Deutschen, »Wir haben freier gelebt«",94
Die Sprache des Leids in den paulinischen Peristasenkatalogen,22
Bilanzierung nach neuem Aktienrecht,34
"Krieg als Medienereignis II, Krisenkommunikation im 21. Jahrhundert",30
Bildungsrevolution 1770 - 1830,43
Praxis der Zweiortskurvenverfahren. Erweiterung des Nyquist-Kriteriums auf rückwirkungsbehaftete Systeme. Zur Analogie von Kettenverstärkern und rückwirkungsbehafteten Ringverstärkern im Hinblick auf Stabilitätsuntersuchungen,62
"Ein Rundflug von der klassischen bis zur modernen Physik, Studium Generale Physik",53
Handwörterbuch Unternehmensrechnung und Controlling,65
"1893 - 1943 ; [Westfälisches Landesmuseum für Kunst und Kulturgeschichte Münster, 13. 12. 1981 - 28. 2. 1982; Kunsthalle Tübingen 26. 3. - 31. 5. 1982, Hayward Gallery London 14. 7. - 22. 8. 1982 ...], C. Soutine",75
Probleme der Bestandskraft und der Aufhebung politisch motivierter Strafurteile aus der Zeit der Weimarer Republik und des Nationalsozialismus,34
"Das Band der Gesellschaft, Verbindlichkeitsdiskurse im 18. Jahrhundert",30
"Einführung in die Pädagogik der personalen Interaktion, theoretische Grundlegung und Möglichkeiten der praktischen Anwendung",30
"Copyright, ""geistiges Eigentum"" und britische Verwertungsgesellschaften, zugl. e. Beitr. zur Anwendung d. europ. Wettbewerbsrechts",34
"Visualisierungskompetenz in didaktischen Kontexten, eine Einführung",37
"How dead is Hitler?, der britische Starreporter Sefton Delmer und die Deutschen",94
"60 Tabellen, Nuklearmedizinische Diagnostik und Therapie",61
"Caspar Olevian, 1536 - 1587, Christ, Kirchenpolitiker und Theologe",23
"Beispiele, Tipps und Tricks aus der Praxis, Excel für technische Berufe",62
Projektveranstaltungen - und wie man sie richtig macht,65
Die verfassungsrechtliche Zulässigkeit einer signifikanten Erhöhung des Bundeszuschusses an die Gesetzliche Rentenversicherung,34
"Die Finanzierung von selbstgenutztem Wohneigentum, e. computergestützte Systemanalyse",33
"Erfahrungen von Eltern und Lehrern mit einem gewaltpräventiven Projekt in der Grundschule, eine qualitative Studie",37
"Professioneller Umgang mit Aggression und Gewalt in der Schule, Reagieren, aber wie?",11
"Allgemeine Psychologie 1 kompakt, Wahrnehmung, Aufmerksamkeit, Denken, Sprache. Mit Online-Materialien",15
"17. Jahrhundert, Frühe Neuzeit",10
Georg Friedrich Händel: der Messias,78
"Besichtigung der Perestrojka, eine Reise mit der transsibirischen Eisenbahn",91
Solidarität als interkultureller Lernprozess,23
"Förderung grundlegender Problemlösetechniken durch den Einsatz dynamischer Werkzeuge, Problemlösen lernen mit digitalen Medien",61
"Von Puritanern, Relativsätzen und wandelbaren Frauengestalten, ausgewählte BA-Abschlussarbeiten im Fach Englisch",82
Theorien in der Entwicklungspsychologie,15
"Deutsch - Englisch = Dictionary of chemistry, Wörterbuch Chemie",54
"Poetik und Kulturdiagnostik, zu Elias Canettis 'Die Stimmen von Marrakesch'",83
Evangelische Kirche und Judentum - Stationen nach 1945,26
"Innovationen kleiner Unternehmen in regionalen Netzwerken, die Förderung von Forschung und Entwicklung durch aktive Vermittlung im Wissens- und Technologietransfer",33
Handbuch Bildungsforschung,30
Wirtschaftspolitik kompakt,33
"Identität ermitteln, ethnische und postkoloniale Kriminalromane zwischen Popularität und Subversion",80
"Organisation und Recht, Organisatorische Bedingungen des Gesetzesvollzugs",30
"Transkulturalität, klassische Texte",30
