Title,Class
"Space and collections earning their keep, transformation, technologies, retooling",0
From Collective Beings to Quasi-Systems,6
"Smoking, making the risky decision",6
Linux programming by example,0
"Paris Symposium ; February 190, Steel in the 80s",3
"The form of Faust, the work of art and its intrinsic structures",8
"Behind the gate, inventing students in Beijing",3
The law of limitation,3
Mathematical Aspects of Network Routing Optimization,0
"The phonological structure of words, an introduction",4
Public Science in Liberal Democracy,3
Topics in Numerical Partial Differential Equations and Scientific Computing,5
"Component Models and Systems for Grid Applications, Proceedings of the Workshop on Component Models and Systems for Grid Applications held June 26, 2004 in Saint Malo, France",0
Group Theory.,5
"Design thinking research, measuring performance in context",6
"11th International Workshop on Practice and Theory in Public-Key Cryptography, Barcelona, Spain, March 9-12, 2008. Proceedings, Public Key Cryptography - PKC 2008",0
Refining Child Pornography Law,3
"Roald Dahl's The witches, plays for children",8
"Rene Char, The Myth and the Poem",8
"Rivers for life, managing water for people and nature",3
Direct Interface and One-Channel Translation,4
"Molecular physics, theoretical principles and experimental methods",5
"The Background of Paul’s Exclusive Use of 'epangelia' for the Divine Pledge, The Promises of God",2
Organotellurium compounds,5
"XML topic maps, creating and using topic maps for the Web",0
"Governing water, contentious transnational politics and global institution building",3
Facing death in Cambodia,9
Programming with the Kinect for Windows software development kit,0
"Global energy, the changing outlook",3
Teacher training,3
"Data science, second international conference, ICDS 2015, Sydney, Australia, August 8-9, 2015 : proceedings",0
Adult education in China,3
"Infinite series in a history of analysis, stages up to the verge of summability",5
Spectroscopy in heterogeneous catalysis,5
High Order Difference Methods for Time Dependent PDE,5
Progress in Location-Based Services 2016,9
"Modeling, Homogenization, and Applications, Multiscale Models in Mechano and Tumor Biology",5
"Human and Robot Hands, Sensorimotor Synergies to Bridge the Gap Between Neuroscience and Robotics",4
Political theory of the European Union,3
"Genealogical research and resources, a guide for library use",0
Why economics is not yet a science,3
An introduction to the geography of tourism,3
"Modeling performance measurement, applications and implementation issues in DEA",0
"Islam in a Post-Secular Society, Religion, Secularity and the Antagonism of Recalcitrant Faith",2
Integration of one-forms on p-adic analytic spaces,5
"Hellenistic philosophy, Stoics, Epicureans, Sceptics",1
"The social world of intellectuals in the Roman Empire, sophists, philosophers, and Christians",3
"Risks, reform, resistance, and revival",3
Theorizing power,3
Learn Microsoft Visual Basic 2012,0
"The battle of Vouillé, 507 CE, where France began",9
"Moral sentiments and material interests, the foundations of cooperation in economic life",3
Local government explained,3
"On the interpretation of treaties, the modern international law as expressed in the 1969 Vienna Convention on the Law of Treaties",3
"Don DeLillo, the physics of language",8
"World without end, economics, environment, and sustainable development",3
Fundamentals of applied probability theory,5
"From Data and Information Analysis to Knowledge Engineering, Proceedings of the 29th Annual Conference of the Gesellschaft für Klassifikation e.V. University of Magdeburg, March 9-11, 2005",0
"The Rhymers' Club, a social and intellectual history",8
"Intergroup misunderstandings, impact of divergent social realities",3
"Modularity in language, constructional and categorial mismatch in syntax and semantics",4
Applications of synchrotron light to scattering and diffraction in materials and life sciences,5
"A Photographic Atlas of Coseismic Surface Ruptures Related to the Aso Volcano, Japan, The 2016 Mw 7.1 Kumamoto Earthquake",5
The Letters and Private Papers of William Makepeace Thackeray: Volume II: 1841–1851,9
"11th International Conference, CAIP 2005, Versailles, France, September 5-8, 2005, Proceedings, Computer Analysis of Images and Patterns",0
Mitochondria,5
"Ernst Robert Curtius translated by Michael Kowal, Essays on European Literature",8
Entropy and Information,5
Biogenic monoamines in the cyclostome and lower vertebrate brain,5
The making of the American Republic 1763 - 1815,9
"Analyzing media, communication technologies as symbolic and cognitive systems",3
"Drugs on the dark net, how cryptomarkets are transforming the global trade in illicit drugs",3
Learning Debian GNU/Linux,0
Defect crystal chemistry and its applications,5
From the past to the future,7
A concordance of Ovid,8
"Migrants and urban change, newcomers to Antwerp, 1760 - 1860",3
"The theory of international business, economic models and methods",6
J.J. Thomson and the discovery of the electron,5
"Human reproductive behaviour, a Darwinian perspective",3
Further topics on discrete-time Markov control processes,5
"Buildings and the geometry of diagrams, lectures given at the 3rd 1984 Session of the Centro Internazionale Matematico Estivi (C.I.M.E.) held at Como, Italy, Augusat 26 - September 4, 1984",5
Local governance and poverty in developing nations,3
The Oxford handbook of contemporary Buddhism,2
Medieval English: literature and language,8
General Equilibrium Foundation of Partial Equilibrium Analysis,3
The Cambridge history of American literature,8
"Surface, Crust, and Mantle, The Role of Halogens in Terrestrial and Extraterrestrial Geochemical Processes",5
The Cambridge companion to Hegel and nineteenth-century philosophy,1
Assessment of Total Evacuation Systems for Tall Buildings,6
"The London dialect of the late fourteenth century, a transformational analysis in historical linguistics",4
Abstraction and specification in program development,0
"Poiesis and possible worlds, a study in modality and literary theory",1
"7th International Conference, Seoul, Korea, December 2-3, 2004, Revised Selected Papers, Information Security and Cryptology - ICISC 2004",0
"Windows 8, the missing manual",0
"Nudge, improving decisions about health, wealth, and happiness",3
Wastewater microbiology,6
"Explorations in social psychology, readings and research",3
"Children, youth and development",3
"Islam and Muslim civilisation, Religion and politics",9
"5th East European Conference, ADBIS 2001 Vilnius, Lithuania, September 2528, 2001 Proceedings, Advances in Databases and Information Systems",0
"Ovid's Amores, Book one, a commentary",8
"European tort law, liber amicorum for Helmut Koziol",3
"DLP, a language for distributed logic programming ; design, semantics and implementation",0
"The Lanarkshire miners, a social history of their trade unions, 1775 - 1974",6
Non-standard inferences in description logics,0
"Jean Genet, a biography of deceit, 1910-1951",8
"Effective multicultural teams, theory and practice",6
"Mastering openFrameworks, creative coding demystified ; a practical guide to creating audiovisual interactive projects with low-level data processing using openFrameworks",0
"A Study Guide, Pivotal Certified Professional Spring Developer Exam",0
"Dynamic bifurcations, proceedings of a conference held in Luminy, France, March 5 - 10, 1990",5
"The political economy of higher education finance, the politics of tuition fees and subsidies in OECD countries, 1945-2015",3
"The Routledge international handbook of human aggression, current issues and perspectives",1
Studies in Yiddish linguistics,4
"The road to the Never Land, a reassessment of J. M. Barrie's dramatic art",8
Advertising bans: administrative decisions or matters of principle?,3
"Ola Kolehmainen, fraction, abstraction, recreation",7
"America's least-cost energy strategy, Creating abundance",3
"Syntactic structures after 60 years, [the impact of the chomskyan revolution in linguistics]",4
"Root causes of suicide terrorism, the globalization of martyrdom",3
"Advances in Italian dialectology, sketches of Italo-Romance grammars",4
"Encounters Old and New in World History, Essays Inspired by Jerry H. Bentley",9
"Blackberry Enterprise Server for Microsoft Exchange, installation and administration. - Includes index",0
CSCW in Practice: an Introduction and Case Studies,0
"A confluence of transatlantic networks, elites, capitalism, and confederate migration to Brazil",3
Studies in the philosophy of science,5
Aspects of old Frisian philology,4
"Reconciliation in divided societies, finding common ground",3
"Toxics A to Z, a guide to everyday pollution hazards",6
Annual Review of South Asian Languages and Linguistics,4
"The foundations of long wave theory, models and methodology",3
"The cultural obligations of broadcasting, national and transnational legislation concerning cultural duties of television broadcasters in Europe",3
"al- Muḥaddithāt, the women scholars in Islam",2
"Quality of life, perspectives and policies",3
Legal personality in international law,3
Atmospheric aerosols,5
"Java cookbook, [solutions and examples for Java developers]",0
The development of Italian accusative and dative clitics in interlanguage grammars,4
"German studies and national identity, Knowledge, power, and discipline",8
The New Frontiers of Sovereign Investment,3
"Corpus-based methods in language and speech processing, [2nd European Summer School on Language and Speech Communication ... in the summer of 1994 in Utrecht]",4
The importance of language,4
"Moore on right and wrong, the normative ethics of G. E. Moore",1
"Graph-theoretic concepts in computer science, International Workshop WG'86 Bernried, Federal Republic of Germany, June 17 - 19, 1986; proceedings",5
"The justice motive in social behavior, adapting to times of scarcity and change",3
"Dialectic, Destruction, Deconstruction, Plasticity at the Dusk of Writing",1
"5th International Conference, HIS 2016, Shanghai, China, November 5-7, 2016, Proceedings, Health Information Science",5
British writers,8
An introduction to chaotic dynamical systems,5
Linguistic semantics,4
"An Experimental Approach to Singular Perturbations, Selberg Zeta Functions and Transfer Operators",5
"Infrastructure and the space-economy, essays in honor of Rolf Funck",3
"1880 - 1910, The English and immigration",3
"UN Convention on Contracts for the International Sale of Goods (CISG), a commentary",3
"The meaning of everything, the story of the Oxford English Dictionary",4
Encyclopedia of contemporary Spanish culture,9
"Trends and strategies in international procurement, a comparison between Asia and Europe",6
"Philosophy in the flesh, the embodied mind and its challenge to Western thought",1
"Deterministic chaos, an introduction",5
The ostrich communal nesting system,5
"Regulating medicines in Europe, competition, expertise and public health",3
"Creative organization theory, a resourcebook",6
"Sound advantage, a pronunciation book",4
"The Versailles Treaty and its legacy, the failure of the Wilsonian vision",9
American historians,9
"Hitler's willing executioners, ordinary Germans and the Holocaust",9
"Distributed parameter systems, proceedings of the 2nd international conference, Vorau, Austria 1984",6
"A Guide to Prevention and Management, Healthcare-Associated Infections in Children",6
"A literary occupation, responses of German writers in service in occupied Europe",8
"Justice and conflicts, theoretical and empirical contributions ; [traces back to the Eichstätt symposium ""The potential of justice research for conflict resolution and the understanding of societal problems""]",3
Algorithmic and Geometric Topics Around Free Groups and Automorphisms,5
"Explicit Brauer induction, with applications to algebra and number theory",5
"Pyrethroid residues, immunoassays for low molecular weight compounds ; with  97 tables",6
Environmental aspects of the timberline in Finland and in the Polish Carpathians,5
Mineral nutrition of higher plants,6
"The Virgilian tradition, book history and the history of reading in early modern Europe",8
"Dynamic models of advertising competition, open- and closed-loop extensions",6
"The trans/national study of culture, a translational perspective",8
"Business rules and information systems, aligning IT with business goals",6
"Geometric Level Set Methods in Imaging, Vision, and Graphics",6
"Location and change, perspectives on economic geography",3
"WordPress top plugins, find and install the best plugins for generating and sharing content, building communities, and generating revenue. - Cover title. - ""Pakt open source"". - Includes index",0
"Managing software development with Trac and Subversion, simple project management for software development",0
Three-dimensional machine vision,6
Law and democracy in the new Russia,3
Mastering the dynamics of apparel innovation,6
Formulas and functions with Microsoft Office Excel 2007,0
"25th International Conference on Artificial Neural Networks, Barcelona, Spain, September 6-9, 2016, Proceedings, Part I, Artificial Neural Networks and Machine Learning - ICANN 2016",0
"Active Social Capital, Tracing the Roots of Development and Democracy",3
"MCSE in a nutshell, the Windows 2000 exams",0
"International human rights in context, law, politics, morals : text and materials",3
Michel Tournier's metaphysical fictions,8
"International Workshop IW-SAPF-3 Las Palmas de Gran Canaria, Spain, March 15-17, 2000. Proceedings, Software Architectures for Product Families",0
Parabolic Anderson problem and intermittency,5
Sylvia Plath and Ted Hughes,8
"Introduction to Intelligent Surveillance, Surveillance Data Capture, Transmission, and Analytics",0
"Posthumous Life, Theorizing Beyond the Posthuman",1
"Culture, Liberation, and Transformation, Postcolonial Resistance",3
"Law and economics, an introductory analysis",3
Handbook of statistical analysis and data mining applications,0
"Achilles in Vietnam, combat trauma and the undoing of character",6
Knot theory and its applications,5
"WISE 2005 International Workshops, New York, NY, USA, November 20-22, 2005, Proceedings, Web Information Systems Engineering - WISE 2005 Workshops",0
Introduction to statistical physics and to computer simulations,5
"23rd International Conference, TACAS 2017, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2017, Uppsala, Sweden, April 22-29, 2017, Proceedings, Part I, Tools and Algorithms for the Construction and Analysis of Systems",0
"Psychology as the Science of Human Being, The Yokohama Manifesto",1
"Chemical reactions on polymers, developed from a symposium ... at the 192nd meeting of the American Chemical Society, Anaheim, California, September, 7-12, 1986",6
Narrow Operators on Function Spaces and Vector Lattices,5
"Modelling environmental dynamics, advances in geomatic solutions",3
"A Case Study Handbook in the Automotive and ICT Industries, The Role of Corporate Sustainability in Asian Development",3
Geometric Constraint Solving and Applications,0
"The rule of law in the European Union, the internal dimension",3
"Representation, axiomatization, and invariance",5
Essays on John and Hebrews,2
A guide to European Union law,3
Infrared and Raman spectroscopic imaging,5
"Get organized, simple ideas for planning your time",6
"Sexual asymmetry, studies in ancient society",3
An introduction to post-colonial theory,3
"VBScript in a nutshell, a desktop quick reference",0
"A Short Mathematical Introduction, Real Spinorial Groups",5
"Oracle WebLogic Server 12c advanced administration cookbook, over 60 advanced recipes to configure, troubleshoot, and tune Oracle WebLogic Server",0
"Technological evolution, variety, and the economy",3
"Coping with the future, theories and practices of divination in East Asia",1
"The workings of fiction, essays",8
Theory of structured multiphase mixtures,6
"Guatemalans in the aftermath of violence, the refugees' return",9
Ecology of small mammals,5
Handbook of Networks in Power Systems II,6
"Boots of leather, slippers of gold, the history of a lesbian community",3
"Algebraic geometry, Hirzebruch 70, proceedings of the Algebraic Geometry Conference in Honor of F. Hirzebruch's 70th birthday, May 11 - 16, 1998, Stefan Banach International Mathematical Center Warszawa, Poland",5
The Limit Shape Problem for Ensembles of Young Diagrams,5
"Shame between punishment and penance, [the social usages of shame in the middle ages and early modern times ; international conference, Paris, 21 - 23 octobre 2010] = La @honte entre peine et pénitence",3
"Constraint Databases and Applications, Second International Workshop on Constraint Database Systems, CDB '97 Delphi, Greece, January 11-12, 1997 CP '96 Workshop on Constraints and Databases Cambridge, MA, USA, August 19, 1996 Selected Papers",0
"Dynamic Quality Management for Cloud Labor Services, Methods and Applications for Gaining Reliable Work Results with an On-Demand Workforce",6
"Economics, complex windows",3
"International Workshop, TYPES’ 98 Kloster Irsee, Germany, March 27-31, 1998 Selected Papers, Types for Proofs and Programs",0
The Oxford handbook of applied Bayesian analysis,5
An Intermediate Course in Probability,5
"Sources and Legacies of the New Left's Founding Manifesto, The Port Huron Statement",3
"Varieties of religion today, William James revisited",2
"Old soldier, a novel",8
Uniform spaces and measures,5
Speech style and social evaluation,3
Sams teach yourself Adobe GoLive 6 in 24 hours,0
Berkovich spaces and applications,5
Towards a new social work,3
"Canadian Indians, Inuit and Métis, Native people, native lands",9
"Cecil John Charles Street, Freeman Wills Crofts, Alfred Walter Stewart and the British detective novel, 1920-1961, Masters of the ""humdrum"" mystery",8
"7th International Conference, WAIM 2006, Hong Kong, China, June 17-19, 2006, Proceedings, Advances in Web-Age Information Management (vol. # 4016)",0
"Theory and practice of parallel programming, international workshop, TPPP '94, Sendai, Japan, November 7 - 9, 1994 ; proceedings",0
"Blaubeuren, August 1995, Model theory of groups and automorphism groups",5
"Quality of Future Internet Services, Second COST 263 International Workshop, QofIS 2001 Coimbra, Portugal, September 2426, 2001 Proceedings",3
"The heart of Europe, essays on literature and ideology",8
"Paradigm Shift in Urban Mobility, Towards Factor 10 of Automobility",3
"Justice and world order, a philosophical inquiry",3
"Cardozo, Holmes, Jefferson, and Wythe as makers of the masks, Persons and masks of the law",3
Introduction to the law of South Africa,3
The rain ascends,8
Historical outlines from sound to text,4
A dictionary of Judean Aramaic,4
"Paul, poverty, and the Greco-Roman world, Remember the poor",2
The probable and the provable,3
"Infektionsepidemiologie, Methoden, moderne Surveillance, mathematische Modelle, Global Public Health",6
"Combinatorial pattern matching, third annual symposium, Tucson, Arizona, USA, April 29 - May 1, 1992 ; proceedings",0
"1 Peter, a new translation with introduction and commentary",2
Deuterium and shift calculation,5
Encyclopedia of Pain,6
Galen and the world of knowledge,6
"The frame of art, fictions of aesthetic experience, 1750 - 1815",8
"Algorithmic decision theory, second international conference, ADT 2011, Piscataway, NJ, USA, October 26 - 28, 2011 ; proceedings",0
Transactions on Rough Sets IV,0
The Oxford companion to Italian literature,8
"Italy since 1989, events and interpretations",3
The Susceptible visual apparatus,6
Research Challenges in Modeling and Simulation for Engineering Complex Systems,0
"Mindreaders, the cognitive basis of ""theory of mind""",1
"Scarlett fever, the ultimate pictorial treasury of ""Gone with the wind""",7
"Refugees and Discourse, The Language of Asylum",5
"Lectures on public economics, [with a new introduction by the authors]",3
The Oxford handbook of William Wordsworth,8
Advances in Functional and Reparative Neurosurgery,6
"Naturalism, theism, and the cognitive study of religion, religion explained?",2
"The Blockchain alternative, rethinking macroeconomic policy and economic theory",6
"Dazzling images, the masks of Sir Philip Sidney",8
"King John, new perspectives ; [... result of two seminars on King John ... at the annual conference of the Shakespeare Association of America in Montreal on 28 and 29 March 1986]",8
"Mobile communications, advanced systems and components ; 1994 International Zurich Seminar on Digital Communications, Zurich, Switzerland, March 8 - 11, 1994 ; proceedings",6
"ICDEA, Muscat, Oman, May 26 - 30, 2013, Theory and Applications of Difference Equations and Discrete Dynamical Systems",5
Cross-national research methods in the social sciences,3
The Politics of Justification : Party Competition and Welfare-State Retrenchment in Denmark and the Netherlands from 1982 to 1998,3
"UN human rights treaty bodies, law and legitimacy",3
Advertising and popular culture,6
"3rd Joint China-Dutch Workshop and 7th China Meeting, GTA 2016, Fuzhou, China, November 20-23, 2016, Revised Selected Papers, Game Theory and Applications",0
"REX Workshop, Mook, The Netherlands, June 3 - 7, 1991 ; proceedings, Real-time: theory in practice",0
Regulation of oogenesis and steroidogenesis,5
"9th international conference, DaWaK 2007, Regensburg, Germany, September 3 - 7, 2007 ; proceedings, Data warehousing and knowledge discovery",0
"Women in Ugarit and Israel, their social and religious position in the context of the Ancient Near East",2
"Holy Scripture Speaks, The Production and Reception of Erasmus' Paraphrases on the New Testament",2
"18th IFIP TC 6/WG 6.1 International Conference, TestCom 2006, New York, NY, USA, May 16-18, 2006, Proceedings, Testing of Communicating Systems (vol. # 3964)",6
"Ring around the bases, the complete baseball stories of Ring Lardner",8
Analysis of substances in the gaseous phase,5
Combinatorial heuristic algorithms with FORTRAN,5
FileMaker Pro design & scripting for dummies,0
"Death by migration, Europe's encounter with the tropical world in the nineteenth century",6
"Keep your job, your family, and your sanity, successful solutions to stress less",1
"Citizen outsider, children of North African immigrants in France",3
"You're lying!, secrets from an expert military interrogator to spot the lies and get to the truth",1
"The best grain-free family meals on the planet, make grain-free breakfasts, lunches, and dinners your whole family will love with more than 170 delicious recipes",6
Prevention and treatment of diabetic late complications,6
"Lutheran ecclesiastical culture, 1550 - 1675",2
Patterns and processes of vertebrate evolution,5
"FiMod, a DSGE model for fiscal policy simulations",3
"Ourselves alone, women's emigration from Ireland, 1885 - 1920",3
"Graphic novels, a genre guide to comic books, manga, and more",0
"12th International Semantic Web Conference, Sydney, NSW, Australia, October 21 - 25, 2013 ; proceedings, part I, The semantic web - ISWC 2013",0
"Anglistentag 2016 Hamburg, proceedings",8
"The Hidden Porosity Among Religion, Art, Philosophy, and Politics, The Intimate Universal",1
"On the edge of the cliff, history, language, and practices",9
"Critical thinking and communication, the use of reason in argument",1
"Festschrift in honor of the 60th birthday of Carlos A. Berenstein, Harmonic analysis, signal processing, and complexity",5
"The crisis in modern social psychology, and how to end it",3
Glossary of EC terms and acronyms,3
Preferences,1
"Ethnic Politics, Foreign Policy, and International Conflict, The Ties That Divide",3
Synthetic biodegradable polymers,5
"An index of emblems of the Italian academies, based on Michele Maylender's Storie delle accademie d'Italia",9
Application Development with Parse using iOS SDK,0
"Archives of Russia, a directory and bibliographic guide to holdings in Moscow and St. Petersburg",0
"Authorities in the Middle Ages, influence, legitimacy and power in medieval society",9
Statistical power analysis for the behavioral sciences,3
"Includes index, Special edition using Microsoft Windows Vista",0
"The new Middle East, protest and revolution in the Arab World",9
"Smoothness, regularity, and complete intersection",5
Physiology of herbicide action,6
Managing safety in the chemical laboratory,5
"Gesualdo, the man and his music",7
The linguistics student's handbook,4
"Slum tourism, poverty, power and ethics",3
MOS 2013 study guide for Microsoft PowerPoint,0
"Perception, Representation, Modernity, Sound Technology and the American Cinema",7
"Keepers of the flame, literary estates and the rise of biography",8
"Mehdi Akhavān Sāles and the poetics of time, Memories of an impossible future",8
"Fourier-Malliavin Volatility Estimation, Theory and Practice",5
"225(2). Orchidaceae, Genera Aa - Cyrtidiorchis",5
"Love in the Dark, Philosophy by Another Name",1
"The postethnic literary, reading paratexts and transpositions around 2000",8
Hormones,5
"Growth, Stability and Inclusion, Islamic Banking",3
"Poor Families, Welfare Work, and Welfare Reform, Stretched Thin",3
Theory-Driven Approaches to Cognitive Enhancement,1
Alice's adventures in Wonderland,8
"Lyotard, Beckett, Duras, and the postmodern sublime",1
The mystery of Edwin Drood,8
"Translation, theory and practice in dialogue",4
"17th International Symposium, AAECC-17, Bangalore, India, December 16-20, 2007. Proceedings, Applied Algebra, Algebraic Algorithms and Error-Correcting Codes",0
Religious Revival and Secularism in Post-Soviet Azerbaijan,2
Factoringvertrag,3
"Neurobiology, structure and function",5
"An Interplay of Geometry, Combinatorics, and Representation Theory, Flag Varieties",5
Constructive and resulting trusts,3
"Civil and uncivil violence in Lebanon, a history of the internationalization of communal conflict",9
"Distributed data bases, proceedings",0
"Learning to think Korean, a guide to living and working in Korea",3
"Construction and Maintenance, Qanat Knowledge",3
"Desire and love in Henry James, a study of the late novels",8
Philosophical papers,1
"Analytical laser spectroscopy, [proceedings of a NATO Advanced Study Institute on Analytical Laser Spectroscopy, which was the 9th Annual Course of the International School of Quantum Electronics, held September 23 - October 3, 1982, at ... Erice, Sicily, Italy]",5
Foundations of information systems,6
"Chaos, an introduction to dynamical systems",0
Science of bakery products,6
"Dust bound for heaven, explorations in the theology of Thomas Aquinas",2
"A Study on the Development of Philosophical Concepts, Ideas in Process",1
"Reconsidering conceptual change, issues in theory and practice",1
"Multimodal retrieval in the medical domain, first international workshop, MRMD 2015, Vienna, Austria, March 29, 2015 : revised selected papers",0
"The priest and the great king, temple-palace relations in the Persian Empire",3
Computational algebraic geometry,5
"Advances in Ranking and Selection, Multiple Comparisons, and Reliability, Methodology and Applications",5
Microsoft® Office 2010 Plain & Simple,0
Demand functions and the Slutsky matrix,3
The environment as hazard,3
The concise Oxford dictionary of earth sciences,5
EC competition law,3
Numerical methods that work,5
"A female vision of the city, London in the novels of 5 British women",8
"Utopia, a revised translation, backgrounds, criticism",3
"Handbook of natural resource and energy economics, volume 2",3
Automated grammatical error detection for language learners,0
"Windows Live essentials and services, using free Microsoft applications for Windows 7",0
Cable Television and the Future of Broadcasting,3
Introduction to the comparative method with Boolean algebra,3
"The wild Irish girl, a national tale",8
Encyclopedia of cultural anthropology,3
Biosensors Nanotechnology,6
"Child and youth migration, mobility-in-migration in an era of globalization",3
"For Bioartificial Organs and Regenerative Medicine, Membrane Systems",6
"Artificial neural networks - ICANN 2001, International Conference, Vienna, Austria, August 21 - 25, 2001 ; proceedings",0
"Predication theory, a case study for indexing theory",4
"American grammar, sound, form, and meaning",4
"Conflict in Family Businesses, Conflict, Models, and Practices",6
"Impact markers in the stratigraphic record, with 23 tables",5
"African businessmen, a study of entrepreneurship and development in Kenya",3
Entertainments for Elizabeth I,8
Hans Christian Andersen as an artist,7
"Etymology and derivational morphology, the genesis of Old Spanish denominal adjectives in -ido",4
"Ethnomethodology's program, working out Durkheim's aphorism",3
Simulation for supply chain management,6
Lectures on buildings,5
"Fashion victims, the dangers of dress past and present",6
"Over the threshold, intimate violence in early America",3
"Converting code from one language to another--Cover, C# and VB. NET conversion pocket reference",0
Progress for a small planet,3
"Frontiers in surface nanophotonics, principles and applications",6
A companion to cognitive anthropology,1
"Ordinary magic, resilience in development",1
"How Beliefs Shape Our Cognition, Behavior, and Health, The Science of Lay Theories",3
State and party in America's New Deal,3
"Seismology, body waves and sources",5
"Patronage and humanist literature in the age of the Jagiellons, court and career in the writings of Rudolf Agricola Junior, Valentin Eck, and Leonard Cox",8
"Language variation - European perspectives, selected papers from the 5th International Conference on Language Variation in Europe (ICLaVE 5), Copenhagen, June 2009",4
Julia sets and complex singularities of free energies,5
"Elizabethan espionage, plotters and spies in the struggle between Catholicism and the Crown",3
Facebook application development for dummies,0
"Better Must Come, Exiting Homelessness in Two Global Cities",3
The Epistle to the Romans,2
The communist successor parties of Central and Eastern Europe,3
"A Select Bibliography, Medieval Rhetoric",8
The authority and authorization of Torah in the Persian period,2
From polyphenylenes to nanographenes and graphene nanoribbons,5
"Namibia, country brief",3
The skew-normal and related families,5
"Contested worlds, an introduction to human geography",3
"Willa Cather in context, progress, race, empire",8
"Entropic death of polyelectrolyte brushes: chain stretching, bond scission and surfactant complexation",5
Dickens and creativity,8
