Title,Class
"Leserlenkung und Grenzen der Interpretation, ein Beitrag zur Rezeptionsästhetik am Beispiel des Ezechielbuches",2
Zur Reform der Wiederaufnahme des Strafverfahrens,3
"Sensibilität und Solidarität, Skizze einer dialogischen Ethik im Anschluss an Ludwig Feuerbach und Richard Rorty",1
"Der Pfarrernotbund, Geschichte einer kämpfenden Bruderschaft",2
"Teilhabe ist Zukunft, berufliche Integration junger Menschen mit Behinderung ; Tagungsdokumentation 2008 ; [Fachtagung ... am 29. Februar und 1. März 2008 in der Humboldt-Universität zu Berlin]",3
"Biedermeier, Junges Deutschland, Demokraten ; 1815 - 1848, Vormärz",8
Handbuch der Balneologie und medizinischen Klimatologie,6
Alttestamentlicher Glaube,2
"Die Dynamik des Wachstums, Somatometrische Analyse der Variabilität des menschlichen Wachstums nach Individualverläufen",5
"Philhellenismus, eine Frühform europäischer Integration",9
"Zur Sanierungs- und Reorganisationsentscheidung von Kreditinstituten, eine betriebswirtschaftliche Betrachtung ausgewählter Aspekte des Kreditinstitute-Reorganisationsgesetzes",6
"Auswirkungen instruktionaler Hilfen bei der Einführung des (Ferro-)Magnetismus, eine Vergleichsstudie in der Primar- und Sekundarstufe",5
"Arzt und Sozialrecht, Rechtliche Grundlagen der Sozialmedizin und der sozialmedizinischen Begutachtung",6
"Philosophie und Religion beim jungen Hegel, unter besonderer Berücksichtigung seiner Auseinandersetzung mit Schelling",1
"Methodenlehre der Normwirkung, die Normwirkung als Maßstab der Rechtsgewinnung",3
"Das Erbe des Hippokrates, medizinethische Konflikte und ihre Wurzeln",6
"Schriftliche Sprache, Strukturen geschriebener Wörter und ihre Verarbeitung beim Lesen",3
"Der Grundlagenirrtum nach Art. 24 OR, Rechtsprechung d. Bundesgerichts",3
"Grundlagen einer Theorie der Gesundheitskommunikation, Kommunikation und Gesundheit",6
"Psychiatrie in Waldheim/Sachsen (1716 - 1946), ein Beitrag zur Geschichte der forensischen Psychiatrie in Deutschland",6
"Natürliches (Fort)Bewegen, Thun-Hohensteins ""Natürliche Bewegungspflege"" und die Kooperation mit der Evolution als Grundlagen für ein gesundes (Fort)Bewegen ; verdeutlicht anhand des Skilanglaufens",6
Zur Terminologie in der Musikpädagogik,2
"Die Geschichte des deutschen Schienenschnellverkehrs, Vom Fernschnellzug zum Intercity",3
"Fernsehen in der Bundesrepublik Deutschland, Perioden - Zäsuren - Epochen",3
"Euripides, der Dichter der Leidenschaften",8
"Echtheitsfragen als Problem musikwissenschaftlicher Gesamtausgaben ; Kolloquium Mainz 1988 ; Bericht im Auftr. des Ausschusses für Musikwissenschaftliche Editionen der Konferenz der Akademien der Wissenschaften in der Bundesrepublik Deutschland, Opera incerta",7
"Die Modernität der deutschsprachigen Exilliteratur, Poetik des Exils",8
"Sektenprävention im Unterricht, eine empirisch basierte Studie mit Vorschlägen zum Religionsunterricht an Beruflichen Schulen",3
Zur strafrechtlichen Verantwortlichkeit von Zugangsprovidern in Deutschland und der Umsetzung der E-Commerce-Richtlinie in Europa,0
"Schulische Leistungsdiskurse, zwischen Gerechtigkeitsversprechen und pharmazeutischem Hirndoping",6
"Ludwig van Beethovens Mondschein-Sonate auf Welte-Mignon-Künstlerrollen, unter dem Aspekt der Dynamik und des Tempos",7
Studien zur Morphologie des Verbs in den ost- und westpreussischen Mundarten,4
"Causa amoris, Liebeskonzeption und Liebesdarstellung in der mittelalterlichen Literatur",8
"Die Entwicklung der Fantasie für Tasteninstrumente im 16. und 17. Jahrhundert, eine gattungsgeschichtliche Studie",7
Zur Abwehr von Steuerumgehungen aus deutscher und europäischer Sicht,3
"Die Programmfunktion des Bundeshaushaltsplanes, die deutsche Haushaltsreform im Lichte der amerikanischen Erfahrungen mit dem Planning-Programming-Budgeting System",3
"Staatsorganisationsrecht, mit Bezügen zum Europarecht ; mit höchstrichterlichen Entscheidungen auf CD-ROM [für PC und Mac]",3
"Gottes Nähe, der Heilige Geist und das Problem der Negativität in der Theologie",2
"Adolf Hölzel, Leben und Werk ; Monographie mit Verzeichnis der Ölbilder, Glasfenster und ausgewählter Pastelle",7
Entscheidungsmodelle zur Standortplanung der Industrieunternehmen,6
"Allgemeine Bankbetriebswirtschaft, Sicher durch die Zwischen- und Abschlussprüfung zum geprüften Bankfachwirt (IHK)",3
"GWB - VgV - SektVO - VOB/A, Juris Praxiskommentar Vergaberecht",3
"Akten der 23. Jahrestagung der Deutschen Leopardi-Gesellschaft in Jena, 7. - 9. November 2013, Leopardi und die europäische Romantik",4
"Zivilprozessrecht, nach den Gesetzen des Bundes und des Kantons Zürich unter besonderer Berücksichtigung anderer Zivilprozessordnungen",3
"Eine dogmengeschichtliche und konzeptionelle Analyse, Theorie der Institution",3
Nationalhymnen als kulturelle Identitätselemente des Verfassungsstaates.,7
Strukturwandel der Kirche als Aufgabe und Chance,2
"(ArbStättV) ; Kommentar für Sicherheitsfachkräfte, Betriebsärzte, Personalvertretungen und Arbeitsschutzjuristen, Arbeitsstättenverordnung",3
"Urkundenfindbuch zu Oswald von Wolkenstein, Verz. d. veröff. Dokumente (1400 - 1445)",8
Glaßbrenner und der Berliner Dialekt,8
Einführung in die Phonologie,4
"Der Begriff Entfremdung, makrosoziologische Untersuchung von Marx bis zur Soziologie der Gegenwart",3
"Jud Süß - Propagandafilm im NS-Staat, Katalog zur Ausstellung im Haus der Geschichte Baden-Württemberg, Stuttgart, vom 14. Dezember 2007 bis 3. August 2008",9
Politisches Kabarett und Satire,8
Flugleistungen,6
Arrangieren,3
"Die Entschädigung von NS-Zwangsarbeit am Anfang des 21. Jahrhunderts, die Stiftung ""Erinnerung, Verantwortung und Zukunft"" und ihre Partnerorganisationen",9
"Ausmaß und Ursachen der Nicht-Inanspruchnahme zustehender Sozialhilfeleistungen, Dunkelziffer der Armut",3
"Die Präpositivergänzung im Deutschen und im Spanischen, zur Semantik der Präpositionen",4
Der UK Bribery Act und seine Bedeutung im Rahmen von Criminal Compliance,3
"Beiträge zur deutschen Geschichte, insbesondere zur Geschichte des deutschen Strafrechts",3
"Krieg im Frieden, das aktuelle Militärstück auf dem Theater des deutschen Kaiserreichs",8
Somatische Differenzialdiagnosen psychischer Symptome im Kindes- und Jugendalter,6
"Bericht der Enquête-Kommission zur Schulischen Integration Behinderter Kinder und Jugendlicher in Baden-Württemberg, Eine Schule für alle",3
"Die Wirkung der Ziele der Raumordnung und Landesplanung gegenüber Bauvorhaben nach § 34 BBauG, zugleich zum bebauungsrechtlichen Planungserfordernis als Instrument der Zielverwirklichung nach §§ 34 und 35 BBauG",3
"IT muss Nutzen stiften, Unternehmensziel ERP-Einführung",6
Systematik der textilen Techniken,6
Die Protokolle der Kirchlichen Ostkonferenz 1945 - 1949,2
"Kriminologie in der Zivilgesellschaft, Wissenschaftsdiskurse und die britische Öffentlichkeit, 1830 - 1945",9
Die mittelalterliche Baugeschichte des Havelberger Domes,7
"Das Bild der Politik im Fernsehen, die filmische Konstruktion einer politischen Realität in den Fernsehnachrichten",0
"Entwicklung und Gestaltung von Fließgewässern, Naturnaher Wasserbau",6
"1 x 1 der Alpen, 101 Regionen von Monaco bis Wien",5
Zur rechtlichen Ausgestaltung von Bonusprogrammen im Verhältnis zum teilnehmenden Verbraucher unter Berücksichtigung des Wettbewerbsrechts,3
"Die Goldene Bulle, Politik  Wahrnehmung  Rezeption",9
"Beratung, Systemanalyse, Selbstorganisation, Einführung in die systemische und konstruktivistische Pädagogik",2
"So lernen Kinder sprechen, die normale und die gestörte Sprachentwicklung",1
"Textil Art, vor der Kamera von Carlos Rieder",7
"Handbuch für die Steuerberaterprüfung, Schlüsselthemen des Steuerrechts ; systematische Darstellungen zur Prüfungsvorbereitung",3
"Pathos, Affekt, Gefühl, philosophische Beiträge",1
"Forscher, Reisende, Auswanderer, Österreicher in der Südsee",3
"Einführung in die Geschichte und Aktualität pädagogischer Theorien, Erziehung und Bildung",3
"Abstrakte, konkrete und generative Fotografie, gesammelte Schriften",7
"Textsorten im Deutschen, linguistische Analysen aus sprachdidaktischer Sicht",4
"Die Entwicklung des vorbereitenden Rituals im Aśvamedha, ausgehend von der Darstellung im Vādhūla-Śrauta-Sūtra",2
Vorstudien für ein Wörterbuch zur Bergmannssprache in den sieben niederungarischen Bergstädten während der frühneuhochdeutschen Sprachperiode,4
"Die Zweite Republik, Österreich 1945 - 1985",9
Historiker in der DDR,9
"Hans Reichenbach, Philosophie im Umkreis der Physik",1
"Anatomien der Puppe, zur Geschichte des MaschinenMenschen bei Jean Paul, E.T.A. Hoffmann, Villiers de l'Ísle-Adam und Hans Bellmer",8
"Biographie, Studien zur Funktion und zum Wandel einer literarischen Gattung vom 18. Jahrhundert bis zur Gegenwart",9
"Undogmatisches, rechtsvergleichende und rechtsökonomische Studien aus dreißig Jahren",3
Evolutionäre Entwicklungsbiologie,5
"Religion, Gott, Verfassung, der Religions- und Gottesbezug in der Verfassung pluralistischer Gesellschaften",3
Ernst Blochs Vermittlungen zur Theologie,2
Entscheidungen in der öffentlichen Verwaltung,3
Sozialdemokratie zwischen Protestbewegung und Regierungspartei 1848 bis 1983,3
"Systemische Ansätze in der Schuldnerberatung, ein Arbeitsbuch",1
Integration von Gastarbeiterkindern,3
"Fundament der Grundschulmathematik, pädagogisch-didaktische Aspekte des Mathematikunterrichts in der Grundschule",3
"Missbrauchsmythen und deren professionelle bzw. individuelle Repräsentanzen ; [Forschungsbericht], Sexueller Missbrauch von Kindern und Jugendlichen im Auge des Betrachters",3
Kartoffeln,6
"Physikochemische und enzymatische Charakterisierung von schwefelreduzierenden Eu- und Archaebakterien, Untersuchungen zur mikrobiellen Schwefelatmung",5
"Bildung und Gesellschaft, zum Bildungsbegriff von Humboldt bis zur Gegenwart",3
"Der Euro-Crash kommt, wie Sie als Anleger sicher durch die Krise kommen",3
Tagebuch aus Moskau 1931 - 1939,6
"Die mittelalterlichen Glasmalereien in Niedersachsen, ohne Lüneburg und die Heideklöster",7
"Politik als Beruf, zur soziologischen Professionalisierungstheorie der Politik",3
"Gespräche mit lateinamerikanischen Theologen, Von Medellín nach Puebla",2
Kindergarten und Grundschule zwischen Annäherung und Abgrenzung,3
"Offt ergreiff ich um Beßer mein zu sein die feder ..., ästhetische Positionssuche in der Lyrik Anna Louisa Karschs (1722 - 1791) ; mit bislang unveröffentlichten Gedichten",8
"Staatsbürger-, Gesetzes und Berufskunde für Fachberufe im Gesundheitswesen",6
"Kiewer Metropoliten als Mittler zwischen Byzanz und Rom, Unionsgespräche bei den Konzilien des 15. Jahrhunderts",2
Außenwirtschaftsstrategien und Industrialisierung in Entwicklungsländern,3
Das Bild in der Lyrik des Jugendstils,8
"Gedichte u. Miniaturen, Lauter letzte Worte",8
"Ein Ort des Leidens - und der Hoffnung?, Eine bibeltheologische Annäherung an zwei Passionsvertonungen des 20. Jahrhunderts ; die Lukaspassion (1965) von Krzysztof Penderecki und Deus Passus (2000) von Wolfgang Rihm",7
"Entwurzelt, vom Verlust der Heimat zwischen Oder und Bug",9
"Der frankokanadische Roman der dreissiger Jahre, eine ideologieanalytische Darstellung",8
"Die Hypothek im deutschen und ukrainischen Recht, der systematische Vergleich des Hypothekenrechts in Deutschland und der Ukraine einschließlich der rechtstheoretischen Grundlagen und der Ausblicke für das gemeinsame europäische Hypothekenrecht",3
"Bürger und Union, die Unionsbürgerrichtlinie in Österreich",3
"Veränderungen von Tätigkeitsmerkmalen in der Textil- und Bekleidungsindustrie, Wirkungen neuer Technologien auf das Lohnniveau",3
Literarische Diskurse des Existentialismus,8
"Die frühe Postmoderne, Geschichte eines europäisch-amerikanischen Kulturkonflikts",3
Modezeichnungen,7
20 Jahre Einheit,9
Raumbezogene Planung im Großstadt-Umland-Bereich,3
"Das Schweigen brechen, christliche Soteriologie im Kontext islamischer Theologie",2
Geothermie - Energie aus dem Innern der Erde,5
"Ordnung schaffen, deutsche Raumplanung im 20. Jahrhundert",9
Antisemitismus in deutschen Parteien,3
Orderbuchtransparenz und Anlegerverhalten,3
"Max Webers Religionssoziologie, eine Neubewertung",3
Strafrechtlicher Verfall und Rückgewinnungshilfe bei der Insolvenz des Täters,3
"Anwendungen des Maximumprinzips in den Wirtschaftswissenschaften, Optimale Kontrolle ökonomischer Prozesse",6
"Martin Rade und die deutsch-dänischen Beziehungen 1909 - 1929, ein Beitrag zur historischen Friedensforschung und zur Problematik des Nationalismus",9
Treuwidriges Verhalten bei Formverstößen,3
"Schrift, Buch und Neue Medien, annotierte Auswahl-Bibliographie",0
"Zeit, Raum und Architektur, zur Geschichte der Räume",7
"Der Intellektuelle als Souverän, Essays",3
Sterbeinschriften auf wikingerzeitlichen Runensteinen,4
"Beschaffung und Verwertung von Immobilien im Corporate Real Estate Management, Entwicklung betrieblicher Immobilien",6
Einführung in die Sprachkontaktforschung,3
Die Assessorklausur im Strafprozess,3
"Erzählungen, Nachtblind",8
Wissenschaftliche Weiterbildung zwischen Entwicklung und Implementierung,3
"Kommunalpolitik im Wandel der Gesellschaft, eine Einführung in Probleme der politischen Willensbildung in der Gemeinde",3
"Migration und Diversität in Einrichtungen der Weiterbildung, eine empirische Bestandsaufnahme in NRW",3
Sexuelle Freiheit aufgedeckt,1
"Die anwesende Abwesenheit, Literatur im Schatten von Auschwitz",8
"Bibliothek und Skriptorium des ehemaligen Klosters Lorsch, Katalog der erhaltenen Handschriften",9
"Abweichung und Normalität, Psychiatrie in Deutschland vom Kaiserreich bis zur Deutschen Einheit",6
"Die Bilanzierung von Leasing, die deutschen Bilanzierungskonventionen für Leasing im Vergleich zu den US-amerikanischen Vorschriften",6
"Traum und Erzählen in Literatur, Film und Kunst",4
"Schülerjahre, wie Kinder besser lernen ; mit 100 Farbfotos und Grafiken",3
"11. Jahreskongress der Gesellschaft für Musiktheorie in Bern 2011, Musiktheorie im 19. Jahrhundert",7
"Politik braucht Strategie - Taktik hat sie genug, ein Kursbuch",3
Handbuch des Fachanwalts Handels- und Gesellschaftsrecht,3
"Filmologie und Intermedialität, der filmologische Beitrag zu einem aktuellen medienwissenschaftlichen Konzept",7
Analyse von Lehr-/Lernprozessen,3
"Frauen sehen ihre Zeit, Katalog zur Literaturausstellung des Landesfrauenbeirates Rheinland-Pfalz, Mainz 1984",8
"Günter Kupetz, Industrial Design",7
Kreuzfahrten und Schiffsverkehr im Tourismus,3
"Fakten und Fiktionen in der Literatur, Gelesene Wirklichkeit",8
"Beck'sches IFRS-Handbuch, Kommentierung der IFRS/IAS ; [der IFRS-Maßstab]",6
"Vechta! Eine Fiktion!, der Dichter Rolf Dieter Brinkmann ; [eine Ausstellung der Universitätsbibliothek Osnabrück, Bibliothek am Standort Vechta]",8
"Festschrift für Heinrich Dörrie, Platonismus und Christentum",1
"Metamorphosen eines Mythos in der deutschen und franzosischen Literatur des Mittelalters, Philomela",8
"Kompetenzen für die Zukunft, Lernen im Betrieb",3
Schriftstücke von Heinrich Schütz,7
"Ernst Jünger-Bibliographie Fortsetzung, Wissenschaftliche und essayistische Beiträge zu seinem Werk (2003-2015)",8
"Bildungsmomente theaterpädagogischer Praxis, eine pädagogisch-anthropologische Grundlegung mit Blick auf die weiterführende Schule",3
"Die Besten 2007, Klagenfurter Texte ; die 31. Tage der deutschsprachigen Literatur in Klagenfurt",8
"Entstehung, Formen, Bewertung, Trivialliteratur? Schema-Literatur!",8
Staat und Ständegesellschaft in Schweden zur Zeit des Überganges vom Absolutismus zum Ständeparlamentarismus 1718 - 1720,3
Absatzwirtschaft als produktive Aufgabe,5
"Der Revisionismus, von Bernstein bis zum ""Prager Frühling""",3
Zwischen Epileptischenpflege und Heidenbekehrung,2
"Controllingsysteme, entscheidungstheoretische und informationstechnische Grundlagen",6
"Gute Schulen, worauf beruht ihre Wirksamkeit?",3
"Anwendung des SCOR-Modells zur Analyse der Supply Chain, explorative empirische Untersuchung von Unternehmen aus Europa, Nordamerika und Asien",6
"Aristophanes und das Volk von Athen, eine Soziologie der altattischen Komödie",8
"Imaginationen des Bösen, für eine ästhetische Kategorie",8
"Gesetz gegen den unlauteren Wettbewerb, Zugabeverordnung, Rabattgesetz und Nebengesetze, Wettbewerbsrecht",3
Europäisches Gemeinschaftsrecht und Rechtsbewußtsein,3
"Tierisches Leuchten und Symbiose, Vortrag Gehalten in der Ƶoologisk-Geologiska Föreningen ƶu Lund am 5. Oktober 1925",5
"Inspiration und Adaptation, Tarnkappen mittelalterlicher Autorschaft",8
"Der britische Verfassungswandel am Beispiel des Human Rights Act 1998., Von der Parlamentssouveränität zur Verfassungssouveränität.",3
"Schulkritik, die Schule kritisiert Schüler und Eltern ; Schüler und Eltern kritisieren die Schule ; die Öffentlichkeit kritisiert alle/ von Gottfried Schröter",3
Theorie der Riemannschen Flächen,5
"Der Einsatz der Bundeswehr im Innern, verfassungsrechtliche Zulässigkeit von innerstaatlichen Verwendungen der Streitkräfte bei Großveranstaltungen und terroristischen Bedrohungen",3
"Beitrag zu einer evolutionären Wissenschaftssoziologie, Die Evolution der Psychoanalyse",1
Prostatakarzinom Malignes Melanom Bildgebende Verfahren in der Onkologie,6
"Maurice Maeterlinck und die deutschsprachige Literatur, eine Dokumentation",8
"Porträt eines schwierigen Berufes, Was Lehrer leisten",2
"Sozialistisch arbeiten, lernen und leben, die Brigadebewegung in der DDR (1959 - 1989)",3
"Die alte Stadt: Denkmal oder Lebensraum?, die Sicht der mittelalterlichen Stadtarchitektur im 19. und 20 Jahrhundert",3
"Der Tränen nächtige Bilder, Georg Trakls Lyrik im literarischen und gesellschaftlichen Kontext seiner Zeit",8
"Dementia Care Mapping im interdisziplinären Diskurs, Personzentrierte Demenz-Pflege in der Dynamik gesellschaftlicher Modernisierung",3
"Die klassizistische und romantische Lyrik der Franzosen, im kulturellen Zusammenhang der Epoche 1780 - 1850 mit kommentierter Anthologie",8
Kurven und Karten,5
Immunchemie,5
Beck'scher AEG-Kommentar,3
"Gruppenprozesse verstehen, gruppendynamische Forschung und Praxis",3
"1046 - 1215, Kirchenreform und Hochmittelalter",9
"Demenz verändert, Hintergründe erfassen, Deutungen finden, Leben gestalten",6
"Entwicklung eines präskriptiven Entscheidungsmodells zur Positionierung interorganisationaler Prozessschnittstellen bei Outsourcing-Entscheidungen, Verortung von Unternehmensgrenzen auf Prozessebene",6
"Anglistentag 1980 Gießen, Tagungsbeiträge und Berichte",8
"Globales und Euro-Marketing, eine juristische Querschnittsanalyse grenzüberschreitender Werbung",3
"Förderung von Jungen in Schule und außerschulischer Pädagogik, K(l)eine Helden?",3
"Wunder im Trümmerland, die Paten der sozialen Marktwirtschaft",3
"Einbürgerungsnormen und Einbürgerungspraxis in Liechtenstein 1945 - 2008, Vom Bürgerrechtskauf zur Integration",3
"Vom kritischen Denker zur Medienprominenz?, zur Rolle von Intellektuellen in Literatur und Gesellschaft vor und nach 1989",4
"Festschrift für Helmut Kollhosser zum 70. Geburtstag, Recht und Risiko",3
"Die Erledigung der Hauptsache im deutschen Verfahrensrecht, eine vergleichende Darstellung des Prozeßinstituts der Hauptsacheerledigung vornehmlich im Zivil- und Verwaltungsprozeß unter Berücksichtigung der Arbeitsgerichtsbarkeit, der Finanzgerichtsordnung und der Verfahrensordnung für die freiwillige Gerichtsbarkeit, zugleich ein Beitrag zur Weiterentwicklung der systematischen Einordnung eines Zwischenstreits",3
"Führung und Organisation, Mythos und Realität, Mintzberg über Management",6
"Auskunft für Leser, Gabriele Wohmann",8
Handlungstheorie in der Sozialen Arbeit,3
Die GmbH als Trägerin eigener Geschäftsanteile,3
"Hinter-Gründe, die Philosophie und ihre Fragen",1
Sport in der modernen Gesellschaft,3
Das Groteske in der Dichtung,8
"Ruhrschlacht, das Ruhrgebiet im Kriegsjahr 1943",9
Geschichte der Philosophie,1
"Maschinelle Erzeugung und Erprobung von Umsetzautomaten am Beispiel Schriftenglisch - Phonologisches Englisch, Vom Buchstaben zum Laut",4
Chemie in Küche und Haus,6
"Christian-Gryphius-Bibliographie, eine Bibliographie der Werke von und über Christian Gryphius (1649 - 1706)",0
"Jugendliche im Sog der Medien, Medienwelten Jugendlicher und Gesellschaft ; [Ergebnisse des Projekts ""Jugend und Medien in Nordrhein-Westfalen"" an der Universität Bielefeld]",3
"Offener Unterricht, Community education, Alternativschulpädagogik, Reggiopädagogik, die neuen Reformpädagogiken ; Geschichte, Konzeption, Praxis",2
Wissenschaftliche Theologie im Überblick,2
"Die Bedeutung parlamentarischer Vertrauensregelungen, dargestellt am Beispiel von Art. 54 WRV und Art. 67, 68 GG",3
Lernzielorientierte Hausaufgaben im Unterrichtsfach Technik in den berufsbildenden Schulen (Sekundarstufe II),3
"The Caroline Case, von der Aktualität eines verkannten locus classicus",3
"Die Almwirtschaft in Österreich, wirtschafts- und sozialgeographische Studien",3
"Verstrickung durch Desinformation, eine rechtsdogmatische Auseinandersetzung auf Grundlage einer ökonomischen Analyse im Recht",3
"Verlagswirtschaft, ökonomische, rechtliche und organisatorische Grundlagen ; mit zahlreichen Übersichten",0
"Internationale partizipatorische Kommunikationspolitik, Strukturen und Visionen ; Festschrift zum 60. Geburtstag von Hans J. Kleinsteuber",3
"Doppelkarriere-Paare zwischen Anerkennung und Ungleichheit, Wenn Arbeit Liebe ersetzt",3
"(Janequin, Sermisy, Costeley, Bertrand), Die Tonarten in der französischen Chanson des 16. Jahrhunderts",7
"Inp bis Mon, Lexikon der Mathematik: Band 3",5
Die Problematik der Informationsgewinnung und -verarbeitung bei der Bewertung von Sand- und Kiesabbaugelände,6
Kirche und Demokratie,3
"Verfassungsrecht, eine Einführung für Studenten des Verfassungsrechts als Nebenfach",3
"Familiennamen, gedeutet aus den Quellen des Mittelalters, Liegnitzer Namenbuch",9
Beschwerdeberechtigung und Beschwer in der freiwilligen Gerichtsbarkeit,3
